SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_DEM;Elevation_FonteDati;Regione;FullSiteCode;State
239;65;Piave a Ponte nelle Alpi;12.2868;46.1721;421;421;NA;Veneto;OD:65;Italy
240;66;Sonna a Feltre;11.9135;46.011;269;269;NA;Veneto;OD:66;Italy
241;67;Monte Avena;11.82736;46.03144;1276;1276;NA;Veneto;OD:67;Italy
242;68;Castana;11.30868;45.81485;485;485;NA;Veneto;OD:68;Italy
243;71;San Giovanni Ilarione;11.2251;45.54759;316;316;NA;Veneto;OD:71;Italy
244;72;Astico a Pedescala;11.36747;45.844;371;371;NA;Veneto;OD:72;Italy
245;73;Contra' Doppio (Posina);11.22556;45.80622;746;746;NA;Veneto;OD:73;Italy
246;74;Monte Verena;11.4134;45.92964;1877;1877;NA;Veneto;OD:74;Italy
247;76;Turcati (Recoaro Terme);11.18511;45.70329;693;693;NA;Veneto;OD:76;Italy
248;77;Recoaro Mille;11.22572;45.67974;913;913;NA;Veneto;OD:77;Italy
249;79;Valdagno;11.30894;45.63065;248;248;NA;Veneto;OD:79;Italy
250;80;Passo Pordoi;11.82271;46.48276;2262;2262;NA;Veneto;OD:80;Italy
251;81;Monte Summano;11.41507;45.75031;672;672;NA;Veneto;OD:81;Italy
252;82;Pove del Grappa - Costalunga;11.7403;45.80485;540;540;NA;Veneto;OD:82;Italy
253;83;Montecchio Precalcino;11.54816;45.65788;71;71;NA;Veneto;OD:83;Italy
254;87;San Bortolo;11.18168;45.60781;814;814;NA;Veneto;OD:87;Italy
255;88;Crespadoro;11.20952;45.62545;513;513;NA;Veneto;OD:88;Italy
256;9;Caprile;11.99027;46.43977;1076;1076;NA;Veneto;OD:9;Italy
257;91;Passo Monte Croce Comelico;12.42416;46.65148;1667;1667;NA;Veneto;OD:91;Italy
258;92;Col Indes (Tambre);12.44035;46.11841;1153;1153;NA;Veneto;OD:92;Italy
259;93;Torch;12.36323;46.15086;587;587;NA;Veneto;OD:93;Italy
260;96;Bagnolo di Po - Pellizzare;11.52975;44.98879;7;7;NA;Veneto;OD:96;Italy
261;98;Concadirame (Rovigo);11.72105;45.09248;6;6;NA;Veneto;OD:98;Italy
262;99;San Bellino;11.57719;45.03073;7;7;NA;Veneto;OD:99;Italy
