SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_DEM;Elevation_FonteDati;Regione;FullSiteCode;State
158;1950;Stalett?;16.53877778;38.76541667;364;364;NA;Calabria;OD:1950;Italy
159;1955;Petrizzi;16.47444444;38.70222222;419;419;NA;Calabria;OD:1955;Italy
160;1960;Chiaravalle Centrale;16.40888889;38.67138889;551;551;NA;Calabria;OD:1960;Italy
161;1961;Crisura;16.52166639;38.67333333;48;48;NA;Calabria;OD:1961;Italy
162;1965;Satriano Marina;16.5425;38.67555556;25;25;NA;Calabria;OD:1965;Italy
163;1970;Soverato Marina;16.54444444;38.69166667;13;13;NA;Calabria;OD:1970;Italy
164;1980;Serra San Bruno;16.31972222;38.56527778;926;926;NA;Calabria;OD:1980;Italy
165;1990;Simbario;16.32694444;38.61111111;767;767;NA;Calabria;OD:1990;Italy
166;1993;Campo Gagliato C.C.;16.47333306;38.69027778;357;357;NA;Calabria;OD:1993;Italy
167;1995;Spadola;16.33805556;38.60194444;763;763;NA;Calabria;OD:1995;Italy
168;1996;Davoli;16.50666639;38.64944444;378;378;NA;Calabria;OD:1996;Italy
169;2000;Mammone;16.40361111;38.58222222;1007;1007;NA;Calabria;OD:2000;Italy
170;2001;Mammone Idrometro;16.44416667;38.58166667;1000;1000;NA;Calabria;OD:2001;Italy
171;2002;Alaco a Pirrella;16.51277778;38.625;268;268;NA;Calabria;OD:2002;Italy
172;2003;Botteria;16.53611111;38.475;70;70;NA;Calabria;OD:2003;Italy
173;2010;San Sostene;16.48683333;38.63747222;446;446;NA;Calabria;OD:2010;Italy
174;2020;Badolato;16.52166667;38.56916667;269;269;NA;Calabria;OD:2020;Italy
175;2025;Santa Caterina dello Ionio;16.51305556;38.53694444;496;496;NA;Calabria;OD:2025;Italy
176;2030;Pietracupa;16.40666639;38.55194444;1061;1061;NA;Calabria;OD:2030;Italy
177;2040;Monasterace - Punta Stilo;16.55222222;38.45361111;64;64;NA;Calabria;OD:2040;Italy
178;2050;Stilo - Ferdinandea;16.37777778;38.485;1113;1113;NA;Calabria;OD:2050;Italy
179;2060;Stilo;16.56944444;38.43805556;19;19;NA;Calabria;OD:2060;Italy
180;2070;Riace;16.47805556;38.41777778;321;321;NA;Calabria;OD:2070;Italy
181;2072;Stignano;16.47438889;38.42516667;417;417;NA;Calabria;OD:2072;Italy
182;2080;Placanica;16.47027778;38.41444444;238;238;NA;Calabria;OD:2080;Italy
183;2083;Monte Pecoraro;16.35666639;38.51333333;1205;1205;NA;Calabria;OD:2083;Italy
184;2086;Mongiana;16.31672222;38.51630556;885;885;NA;Calabria;OD:2086;Italy
185;2088;Mongiana - Ponte Mongiana;16.31444444;38.51472222;918;918;NA;Calabria;OD:2088;Italy
186;2090;Fabrizia;16.30027778;38.486;880;880;NA;Calabria;OD:2090;Italy
187;2100;Nardodipace;16.3425;38.47277778;1055;1055;NA;Calabria;OD:2100;Italy
188;2110;San Nicola di Caulonia;16.37222222;38.41305556;255;255;NA;Calabria;OD:2110;Italy
189;2120;Caulonia;16.41147222;38.38325;136;136;NA;Calabria;OD:2120;Italy
190;2125;Caulonia SS106;16.47288889;38.34802778;8;8;NA;Calabria;OD:2125;Italy
191;2130;Roccella Ionica;16.4;38.32166667;20;20;NA;Calabria;OD:2130;Italy
192;2140;Mammola;16.23555556;38.36658333;421;421;NA;Calabria;OD:2140;Italy
193;2145;Africo;16.00666639;38.06666667;512;512;NA;Calabria;OD:2145;Italy
194;2150;Fabrizia - Cassari;16.29333333;38.44222222;999;999;NA;Calabria;OD:2150;Italy
195;2155;Benestare;16.15666639;38.18333333;156;156;NA;Calabria;OD:2155;Italy
196;2160;Gioiosa Ionica;16.32972222;38.30111111;18;18;NA;Calabria;OD:2160;Italy
197;2170;Siderno Marina;16.29852778;38.27405556;9;9;NA;Calabria;OD:2170;Italy
198;2180;Antonimina - Canolo Nuovo;16.12722222;38.31305556;925;925;NA;Calabria;OD:2180;Italy
199;2190;Agnana Calabra;16.22083333;38.30361111;276;276;NA;Calabria;OD:2190;Italy
200;2194;Gerace Superiore;16.21833333;38.27222222;337;337;NA;Calabria;OD:2194;Italy
201;2195;Gerace Marina;16.28999972;38.20388889;NA;NA;NA;Calabria;OD:2195;Italy
202;2200;Antonimina;16.18055556;38.25972222;126;126;NA;Calabria;OD:2200;Italy
203;2201;Portigliola a Stretta Gabella;16.19083333;38.25777778;143;143;NA;Calabria;OD:2201;Italy
204;2205;Locri;16.26794444;38.23963889;6;6;NA;Calabria;OD:2205;Italy
205;2210;Ardore Superiore;16.15505556;38.20594444;275;275;NA;Calabria;OD:2210;Italy
206;2220;Bovalino Marina;16.17761111;38.1485;9;9;NA;Calabria;OD:2220;Italy
207;2225;Casignana SS 106;16.15930556;38.12761111;5;5;NA;Calabria;OD:2225;Italy
208;2230;Plati';16.04444444;38.22222222;329;329;NA;Calabria;OD:2230;Italy
209;2231;Careri a Bosco;16.08749972;38.195;305;305;NA;Calabria;OD:2231;Italy
210;2240;Carr?;16.01555528;38.18194444;837;837;NA;Calabria;OD:2240;Italy
211;2250;San Luca - Santuario di Polsi;15.96083333;38.16472222;1030;1030;NA;Calabria;OD:2250;Italy
212;2260;San Luca;16.06727778;38.14841667;131;131;NA;Calabria;OD:2260;Italy
213;2270;Sant'Agata del Bianco;16.08533333;38.10075;310;310;NA;Calabria;OD:2270;Italy
214;2280;Casalnuovo (Cas. d'Afr.);15.99166667;38.05611111;820;820;NA;Calabria;OD:2280;Italy
215;2290;Staiti;16.0355;37.99986111;369;369;NA;Calabria;OD:2290;Italy
216;2300;Brancaleone Marina;16.10333333;37.965;12;12;NA;Calabria;OD:2300;Italy
217;2310;Capo Spartivento;16.05613889;37.92727778;61;61;NA;Calabria;OD:2310;Italy
218;2320;Bova Superiore;15.93286111;37.99611111;791;791;NA;Calabria;OD:2320;Italy
219;2330;Bova Marina;15.92166667;37.93138889;14;14;NA;Calabria;OD:2330;Italy
220;2340;Roccaforte del Greco;15.90083333;38.04527778;719;719;NA;Calabria;OD:2340;Italy
221;2350;San Carlo;15.89027778;37.95916667;88;88;NA;Calabria;OD:2350;Italy
222;2355;Bagaladi;15.83999972;38.03;658;658;NA;Calabria;OD:2355;Italy
223;2360;Croce San Lorenzo C.C.;15.83722222;38.01555556;624;624;NA;Calabria;OD:2360;Italy
224;2370;Melito di Porto Salvo;15.7715;37.92;23;23;NA;Calabria;OD:2370;Italy
