SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;Regione;Comments
133;Alia;550;OD:550;37.7766;13.713416;698;Italy;Sicilia;Quota ricavata da dem
134;Bivio Cerda;590;OD:590;37.948686;13.782945;36;Italy;Sicilia;Quota ricavata da dem
135;Vicari;600;OD:600;37.827546;13.569884;546;Italy;Sicilia;Quota ricavata da dem
136;Ciminna;660;OD:660;37.891796;13.559357;467;Italy;Sicilia;Quota ricavata da dem
138;Monumentale;670;OD:670;37.988936;13.681665;19;Italy;Sicilia;Quota ricavata da dem
139;Castroreale;70;OD:70;38.09821;15.211153;300;Italy;Sicilia;Quota ricavata da dem
141;Misilmeri;750;OD:750;38.033158;13.453966;106;Italy;Sicilia;Quota ricavata da dem
142;San Ciro;760;OD:760;38.085577;13.387358;73;Italy;Sicilia;Quota ricavata da dem
143;Poggio San Francesco;770;OD:770;38.01791;13.266572;760;Italy;Sicilia;Quota ricavata da dem
144;San Martino delle Scale;840;OD:840;38.089348;13.253264;558;Italy;Sicilia;Quota ricavata da dem
145;Partinico;850;OD:850;38.0553;13.127707;180;Italy;Sicilia;Quota ricavata da dem
146;Cinisi;860;OD:860;38.154079;13.106979;67;Italy;Sicilia;Quota ricavata da dem
147;Palermo Osservatorio Astronomico;880;OD:880;38.109161;13.350685;27;Italy;Sicilia;Quota ricavata da dem
148;Palermo Istituto Castelnuovo;910;OD:910;38.158634;13.33471;67;Italy;Sicilia;Quota ricavata da dem
149;San Giuseppe Jato;950;OD:950;37.973021;13.187319;583;Italy;Sicilia;Quota ricavata da dem
152;Calatafimi;980;OD:980;37.905647;12.875499;251;Italy;Sicilia;Quota ricavata da dem
153;Erice;990;OD:990;38.036853;12.588026;662;Italy;Sicilia;Quota ricavata da dem
