SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;Regione;Comments
209;Monte Cappellino;MOCA0;OD:MOCA0;44.55062;8.95687;618;Italy;Liguria;Quota ricavata da dem
210;Genova - Molassana;MOLA0;OD:MOLA0;44.45521;8.98066;97;Italy;Liguria;Quota ricavata da dem
211;Molinetto;MOLIN;OD:MOLIN;44.43946;8.74603;77;Italy;Liguria;Quota ricavata da dem
212;Montagna;MONT0;OD:MONT0;44.28;8.37;194;Italy;Liguria;Quota ricavata da dem
213;Montalto Ligure;MONTL;OD:MONTL;43.93074;7.84202;338;Italy;Liguria;Quota ricavata da dem
214;Molino Perti;MOPE0;OD:MOPE0;44.18502;8.3086;221;Italy;Liguria;Quota ricavata da dem
215;Mortola Inferiore;MORT0;OD:MORT0;43.78481;7.5533;96;Italy;Liguria;Quota ricavata da dem
218;Mattarana;MTRAN;OD:MTRAN;44.24501;9.6151;478;Italy;Liguria;Quota ricavata da dem
219;Mattarana;MTRN0;OD:MTRN0;44.24501;9.6151;478;Italy;Liguria;Quota ricavata da dem
221;Monte Zatta (Tarola);MZA20;OD:MZA20;44.40482;9.4474;1103;Italy;Liguria;Quota ricavata da dem
223;Nasceto;NASC0;OD:NASC0;44.27808;9.65595;256;Italy;Liguria;Quota ricavata da dem
224;Nasceto;NASCE;OD:NASCE;44.27808;9.65595;256;Italy;Liguria;Quota ricavata da dem
225;Buggio;NBUG0;OD:NBUG0;43.96126;7.68502;691;Italy;Liguria;Quota ricavata da dem
226;Cisano Sul Neva;NCIS0;OD:NCIS0;44.08548;8.14601;98;Italy;Liguria;Quota ricavata da dem
227;Genova - Nervi;NEVI0;OD:NEVI0;44.38237;9.0438;31;Italy;Liguria;Quota ricavata da dem
230;Neirone;NRNE0;OD:NRNE0;44.44588;9.18689;380;Italy;Liguria;Quota ricavata da dem
231;Ognio;OGNI0;OD:OGNI0;44.44026;9.17167;297;Italy;Liguria;Quota ricavata da dem
232;Osiglia Diga;OSID0;OD:OSID0;44.31071;8.19721;646;Italy;Liguria;Quota ricavata da dem
234;Passo del Cerreto;PACE0;OD:PACE0;44.30407;10.21694;1215;Italy;Liguria;Quota ricavata da dem
235;Padivarma;PADIV;OD:PADIV;44.19435;9.76967;103;Italy;Liguria;Quota ricavata da dem
236;Pannesi;PAN20;OD:PAN20;44.4199;9.1191;444;Italy;Liguria;Quota ricavata da dem
237;Panesi;PANES;OD:PANES;44.34209;9.35624;50;Italy;Liguria;Quota ricavata da dem
238;Pannesi;PANN0;OD:PANN0;44.4199;9.1191;444;Italy;Liguria;Quota ricavata da dem
239;Parana;PARAN;OD:PARAN;44.28091;9.86336;667;Italy;Liguria;Quota ricavata da dem
240;Patigno;PATIG;OD:PATIG;44.35282;9.76238;725;Italy;Liguria;Quota ricavata da dem
241;Piana Battolla;PBA20;OD:PBA20;44.19247;9.8515;53;Italy;Liguria;Quota ricavata da dem
242;Piana Battolla - Ponte;PBATT;OD:PBATT;44.19801;9.84904;58;Italy;Liguria;Quota ricavata da dem
243;Genova - Ponte Carrega;PCA20;OD:PCA20;44.43853;8.9627;62;Italy;Liguria;Quota ricavata da dem
244;Passo del Cerreto;PCERR;OD:PCERR;44.30407;10.21694;1215;Italy;Liguria;Quota ricavata da dem
246;Passo Cento Croci;PCR20;OD:PCR20;44.41632;9.62481;927;Italy;Liguria;Quota ricavata da dem
247;Passo Cento Croci;PCRO0;OD:PCRO0;44.4187;9.62679;1011;Italy;Liguria;Quota ricavata da dem
249;Genova - Pegli;PEG20;OD:PEG20;44.42675;8.8235;34;Italy;Liguria;Quota ricavata da dem
250;Il Pero;PEROO;OD:PEROO;44.38241;8.55555;188;Italy;Liguria;Quota ricavata da dem
253;Piana di Soglio;PIAN0;OD:PIAN0;44.39573;9.25968;94;Italy;Liguria;Quota ricavata da dem
254;Piazza;PIAZ0;OD:PIAZ0;44.23407;9.55914;281;Italy;Liguria;Quota ricavata da dem
255;Piccatello;PICC0;OD:PICC0;44.3929;9.88582;396;Italy;Liguria;Quota ricavata da dem
256;Piena;PIEN0;OD:PIEN0;43.91062;7.51643;309;Italy;Liguria;Quota ricavata da dem
257;Pigna;PIGN0;OD:PIGN0;43.93297;7.66162;372;Italy;Liguria;Quota ricavata da dem
258;Piampaludo;PLDO0;OD:PLDO0;44.46181;8.58278;865;Italy;Liguria;Quota ricavata da dem
259;Panesi;PNSI0;OD:PNSI0;44.34209;9.35624;50;Italy;Liguria;Quota ricavata da dem
260;Pontedecimo;PNT10;OD:PNT10;44.4989;8.90178;151;Italy;Liguria;Quota ricavata da dem
263;Pogli d'Ortovero;POGLI;OD:POGLI;44.05445;8.06393;126;Italy;Liguria;Quota ricavata da dem
265;Genova - Pontedecimo;PON20;OD:PON20;44.48852;8.9001;181;Italy;Liguria;Quota ricavata da dem
266;Pontremoli - Verdeno;PONVD;OD:PONVD;44.37486;9.87634;256;Italy;Liguria;Quota ricavata da dem
267;Pontremoli - S.S.Annunziata;PONZT;OD:PONZT;44.37014;9.88597;290;Italy;Liguria;Quota ricavata da dem
268;Pogli d'Ortovero;POORT;OD:POORT;44.05394;8.05562;134;Italy;Liguria;Quota ricavata da dem
270;Portovenere;PORT0;OD:PORT0;44.05215;9.83414;29;Italy;Liguria;Quota ricavata da dem
271;Pogli d'Ortovero;POVE0;OD:POVE0;44.05394;8.05562;134;Italy;Liguria;Quota ricavata da dem
272;Genova - Prato;PRATO;OD:PRATO;44.44908;9.01292;122;Italy;Liguria;Quota ricavata da dem
274;Presa Gordana;PRGO0;OD:PRGO0;44.34969;9.7998;705;Italy;Liguria;Quota ricavata da dem
275;Parana;PRNA0;OD:PRNA0;44.28279;9.86066;667;Italy;Liguria;Quota ricavata da dem
276;Propata;PROP0;OD:PROP0;44.55318;9.19228;894;Italy;Liguria;Quota ricavata da dem
