SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_DEM;Elevation_FonteDati;Regione;FullSiteCode;cod_rete;comune;provincia;nome_rete;area;cod_reg;Comments;State
4311;3339;Lioni;15.186111;40.883333;540;NA;540;CAMPANIA;3339;7;LIONI;AVELLINO;REGIONI - ex SIMN;sud;15;NA;Italy
4312;3340;Sant'Angelo dei Lombardi;15.169444;40.933333;870;NA;870;CAMPANIA;3340;7;SANT'ANGELO DEI LOMBARDI;AVELLINO;REGIONI - ex SIMN;sud;15;NA;Italy
4313;3341;Teora;15.252778;40.85;660;NA;660;CAMPANIA;3341;7;TEORA;AVELLINO;REGIONI - ex SIMN;sud;15;NA;Italy
4314;3342;Andretta;15.319444;40.933333;850;NA;850;CAMPANIA;3342;7;ANDRETTA;AVELLINO;REGIONI - ex SIMN;sud;15;NA;Italy
4315;3343;Pescopagano;15.402778;40.833333;954;NA;954;BASILICATA;3343;7;PESCOPAGANO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4316;3344;Calitri;15.436111;40.9;525;NA;525;CAMPANIA;3344;7;CALITRI;AVELLINO;REGIONI - ex SIMN;sud;15;NA;Italy
4317;3345;San Fele;15.536111;40.816667;862;NA;862;BASILICATA;3345;7;SAN FELE;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4318;3346;Castel Lagopesole;15.735;40.8057;829;NA;829;BASILICATA;3346;7;AVIGLIANO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4319;3347;Atella;15.652778;40.883333;500;NA;500;BASILICATA;3347;7;ATELLA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4320;3348;Lacedonia;15.419444;41.05;707;NA;707;CAMPANIA;3348;7;LACEDONIA;AVELLINO;REGIONI - ex SIMN;sud;15;NA;Italy
4321;3349;Monticchio Bagni;15.569444;40.95;652;NA;652;BASILICATA;3349;7;RIONERO IN VULTURE;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4322;3350;Rocchetta Sant'Antonio Scalo;15.552778;41.083333;220;NA;220;PUGLIA;3350;7;ROCCHETTA SANT'ANTONIO;FOGGIA;REGIONI - ex SIMN;sud;16;NA;Italy
4323;3351;Masseria Brela;15.566889;41.1;231;NA;231;PUGLIA;3351;7;CANDELA;FOGGIA;NA;sud;16;NA;Italy
4324;3352;Masseria Padula;15.552778;41.116667;245;NA;245;PUGLIA;3352;7;CANDELA;FOGGIA;NA;sud;16;NA;Italy
4325;3353;Ripacandida;15.719444;40.916667;620;NA;620;BASILICATA;3353;7;RIPACANDIDA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4326;3354;Melfi;15.652778;41;531;NA;531;BASILICATA;3354;7;MELFI;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4327;3355;Forenza;15.852778;40.866667;836;NA;836;BASILICATA;3355;7;FORENZA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4328;3356;Venosa;15.819444;40.966667;415;NA;415;BASILICATA;3356;7;VENOSA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4329;3357;Diga sul Rendina;15.736111;41.016667;201;NA;201;BASILICATA;3357;7;LAVELLO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4330;3358;Lavello;15.802778;41.05;313;NA;313;BASILICATA;3358;7;LAVELLO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4331;3359;Loconia;15.933556;41.15;90;NA;90;PUGLIA;3359;7;CANOSA DI PUGLIA;BARI;NA;sud;16;NA;Italy
4332;3360;Borgo Liberta';15.702778;41.183333;251;NA;251;PUGLIA;3360;7;ASCOLI SATRIANO;FOGGIA;REGIONI - ex SIMN;sud;16;NA;Italy
4333;3361;Spinazzola;16.086111;40.966667;438;NA;438;PUGLIA;3361;7;SPINAZZOLA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4334;3362;Montemilione;15.969444;41.033333;320;NA;320;BASILICATA;3362;7;MONTEMILONE;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4335;3363;Minervino Murge;16.086111;41.083333;445;NA;445;PUGLIA;3363;7;MINERVINO MURGE;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4336;3364;Canosa di Puglia;16.069444;41.216667;154;NA;154;PUGLIA;3364;7;CANOSA DI PUGLIA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4337;3365;Barletta;16.286111;41.316667;20;NA;20;PUGLIA;3365;7;BARLETTA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4338;3366;Andria;16.295608;41.226417;151;NA;151;PUGLIA;3366;7;ANDRIA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4339;3367;Castel del Monte;16.269444;41.083333;525;NA;525;PUGLIA;3367;7;ANDRIA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4340;3368;Corato;16.402778;41.15;230;NA;230;PUGLIA;3368;7;CORATO;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4341;3369;Bisceglie;16.502778;41.25;16;NA;16;PUGLIA;3369;7;BISCEGLIE;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4342;3370;Masseria Cicchetto;16.466889;41.05;325;NA;325;PUGLIA;3370;7;RUVO DI PUGLIA;BARI;NA;sud;16;NA;Italy
4343;3371;Masseria Nuova del Duca;16.402778;41.016667;480;NA;480;PUGLIA;3371;7;RUVO DI PUGLIA;BARI;NA;sud;16;NA;Italy
4344;3372;Ruvo di Puglia;16.486111;41.116667;260;NA;260;PUGLIA;3372;7;RUVO DI PUGLIA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4345;3373;Giovinazzo;16.669444;41.183333;13;NA;13;PUGLIA;3373;7;GIOVINAZZO;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4346;3374;Quasano;16.569444;40.966667;369;NA;369;PUGLIA;3374;7;TORITTO;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4347;3375;Bitonto;16.686111;41.1;118;NA;118;PUGLIA;3375;7;BITONTO;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4348;3376;Altamura;16.552778;40.833333;461;NA;461;PUGLIA;3376;7;ALTAMURA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4349;3377;Grumo Appula;16.702778;41.016667;180;NA;180;PUGLIA;3377;7;GRUMO APPULA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4350;3378;Bari Serv. Idrografico;16.869444;41.116667;12;NA;12;PUGLIA;3378;7;BARI;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4351;3379;Bari Osservatorio;16.869444;41.116667;12;NA;12;PUGLIA;3379;7;BARI;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4352;3380;Bari (Staz. Agr. Sperim.);16.886111;41.116667;12;NA;12;PUGLIA;3380;7;BARI;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4353;3381;Bari Villa Sylos;16.78155;41.081839;12;NA;12;PUGLIA;3381;7;MODUGNO;BARI;NA;sud;16;NA;Italy
4354;3382;Bari Facolta' di Ingegneria;16.866889;41.1;15;NA;15;PUGLIA;3382;7;BARI;BARI;NA;sud;16;NA;Italy
4355;3383;Bari Torre a Mare;17.000222;41.083333;10;NA;10;PUGLIA;3383;7;BARI;BARI;NA;sud;16;NA;Italy
4356;3384;Mercadante gia' Masseria;16.702778;40.883333;397;NA;397;PUGLIA;3384;7;CASSANO DELLE MURGE;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4357;3385;Cassano delle Murge;16.769444;40.883333;410;NA;410;PUGLIA;3385;7;CASSANO DELLE MURGE;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4358;3386;Adelfia Canneto;16.869444;41;151;NA;151;PUGLIA;3386;7;ADELFIA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4359;3387;Casamassima;16.919444;40.95;223;NA;223;PUGLIA;3387;7;CASAMASSIMA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4360;3388;Viglione;16.70522;40.718951;376;NA;376;PUGLIA;3388;7;SANTERAMO IN COLLE;BARI;NA;sud;16;NA;Italy
4361;3389;Santeramo in Colle;16.752778;40.8;503;NA;503;PUGLIA;3389;7;SANTERAMO IN COLLE;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4362;3390;Gioia del Colle;16.919444;40.8;360;NA;360;PUGLIA;3390;7;GIOIA DEL COLLE;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4363;3391;Turi;17.019444;40.916667;250;NA;250;PUGLIA;3391;7;TURI;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4364;3392;Conversano;17.119444;40.966667;219;NA;219;PUGLIA;3392;7;CONVERSANO;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4365;3393;Polignano a Mare;17.219444;41;24;NA;24;PUGLIA;3393;7;POLIGNANO A MARE;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4366;3394;Castellana Grotte;17.169444;40.883333;290;NA;290;PUGLIA;3394;7;CASTELLANA GROTTE;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4367;3395;Noci;17.119444;40.8;420;NA;420;PUGLIA;3395;7;NOCI;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4368;3396;Fasano Laureto;17.352778;40.8;355;NA;355;PUGLIA;3396;7;FASANO;BRINDISI;NA;sud;16;NA;Italy
4369;3397;Fasano;17.369444;40.833333;111;NA;111;PUGLIA;3397;7;FASANO;BRINDISI;REGIONI - ex SIMN;sud;16;NA;Italy
4370;3398;Locorotondo;17.336111;40.75;420;NA;420;PUGLIA;3398;7;LOCOROTONDO;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4371;3399;Ceglie Messapica;17.519444;40.65;303;NA;303;PUGLIA;3399;7;CEGLIE MESSAPICA;BRINDISI;REGIONI - ex SIMN;sud;16;NA;Italy
4372;3400;Ostuni;17.586111;40.733333;237;NA;237;PUGLIA;3400;7;OSTUNI;BRINDISI;REGIONI - ex SIMN;sud;16;NA;Italy
4373;3401;Chiancarello;17.116889;40.7;465;NA;465;PUGLIA;3401;7;MOTTOLA;TARANTO;NA;sud;16;NA;Italy
4374;3402;Massafra;17.119444;40.583333;116;NA;116;PUGLIA;3402;7;MASSAFRA;TARANTO;REGIONI - ex SIMN;sud;16;NA;Italy
4375;3403;Crispiano;17.236111;40.6;265;NA;265;PUGLIA;3403;7;CRISPIANO;TARANTO;REGIONI - ex SIMN;sud;16;NA;Italy
4376;3404;Latiano;17.719444;40.55;98;NA;98;PUGLIA;3404;7;LATIANO;BRINDISI;REGIONI - ex SIMN;sud;16;NA;Italy
4377;3405;Brindisi;17.936111;40.633333;28;NA;28;PUGLIA;3405;7;BRINDISI;BRINDISI;REGIONI - ex SIMN;sud;16;NA;Italy
4378;3406;San Pancrazio Salentino;17.836111;40.416667;62;NA;62;PUGLIA;3406;7;SAN PANCRAZIO SALENTINO;BRINDISI;REGIONI - ex SIMN;sud;16;NA;Italy
4379;3407;Masseria Casaute;17.883556;40.383333;55;NA;55;PUGLIA;3407;7;SALICE SALENTINO;LECCE;NA;sud;16;NA;Italy
4380;3408;San Pietro Vernotico;18.002778;40.483333;36;NA;36;PUGLIA;3408;7;SAN PANCRAZIO SALENTINO;BRINDISI;REGIONI - ex SIMN;sud;16;NA;Italy
4381;3409;Masseria Nocita gia' Ospedale;18.190595;40.507846;33;NA;33;PUGLIA;3409;7;SURBO;LECCE;NA;sud;16;NA;Italy
4382;3410;Novoli;18.052778;40.383333;37;NA;37;PUGLIA;3410;7;NOVOLI;LECCE;REGIONI - ex SIMN;sud;16;NA;Italy
4383;3411;Frigole;18.168936;40.351222;3;NA;3;PUGLIA;3411;7;LECCE;LECCE;NA;sud;16;NA;Italy
4384;3412;San Cataldo Bonifica;18.252778;40.416667;3;NA;3;PUGLIA;3412;7;LECCE;LECCE;NA;sud;16;NA;Italy
4385;3413;Lecce;18.169444;40.35;78;NA;78;PUGLIA;3413;7;LECCE;LECCE;REGIONI - ex SIMN;sud;16;NA;Italy
4386;3414;Melendugno;18.316889;40.266667;36;NA;36;PUGLIA;3414;7;MELENDUGNO;LECCE;NA;sud;16;NA;Italy
4387;3415;Maglie;18.302778;40.116667;77;NA;77;PUGLIA;3415;7;MAGLIE;LECCE;NA;sud;16;NA;Italy
4388;3416;Otranto;18.486111;40.15;52;NA;52;PUGLIA;3416;7;OTRANTO;LECCE;NA;sud;16;NA;Italy
4389;3417;Minervino di Lecce;18.419444;40.083333;98;NA;98;PUGLIA;3417;7;MINERVINO DI LECCE;LECCE;NA;sud;16;NA;Italy
4390;3418;Vignecastrisi;18.402778;40.016667;94;NA;94;PUGLIA;3418;7;ORTELLE;LECCE;NA;sud;16;NA;Italy
4391;3419;Ruffano;18.252778;39.983333;125;NA;125;PUGLIA;3419;7;RUFFANO;LECCE;REGIONI - ex SIMN;sud;16;NA;Italy
4392;3420;Santa Maria di Leuca;18.369444;39.8;65;NA;65;PUGLIA;3420;7;CASTRIGNANO DEL CAPO;LECCE;NA;sud;16;NA;Italy
4393;3422;Presicce;18.262906;39.899489;114;NA;114;PUGLIA;3422;7;PRESICCE;LECCE;REGIONI - ex SIMN;sud;16;NA;Italy
4395;3423;Taviano;18.086111;39.983333;61;NA;61;PUGLIA;3423;7;TAVIANO;LECCE;REGIONI - ex SIMN;sud;16;NA;Italy
4396;3424;Collepasso;18.150222;40.083333;120;NA;120;PUGLIA;3424;7;COLLEPASSO;LECCE;NA;sud;16;NA;Italy
4397;3425;Gallipoli;17.986111;40.05;31;NA;31;PUGLIA;3425;7;GALLIPOLI;LECCE;REGIONI - ex SIMN;sud;16;NA;Italy
4398;3426;Galatina;18.169444;40.166667;73;NA;73;PUGLIA;3426;7;GALATINA;LECCE;REGIONI - ex SIMN;sud;16;NA;Italy
4399;3427;Nardo';18.036111;40.183333;43;NA;43;PUGLIA;3427;7;NARDO';LECCE;REGIONI - ex SIMN;sud;16;NA;Italy
4400;3428;Copertino;18.052778;40.266667;34;NA;34;PUGLIA;3428;7;COPERTINO;LECCE;REGIONI - ex SIMN;sud;16;NA;Italy
4401;3429;Masseria Monteruga;17.836111;40.35;72;NA;72;PUGLIA;3429;7;SAN PANCRAZIO SALENTINO;BRINDISI;REGIONI - ex SIMN;sud;16;NA;Italy
4402;3430;Porto Columena Bonifica;17.736111;40.3;5;NA;5;PUGLIA;3430;7;AVETRANA;TARANTO;NA;sud;16;NA;Italy
4403;3431;Avetrana;17.719444;40.35;62;NA;62;PUGLIA;3431;7;AVETRANA;TARANTO;NA;sud;16;NA;Italy
4404;3432;S. Pietro in Bevagna;17.717686;40.361294;33;NA;33;PUGLIA;3432;7;MANDURIA;TARANTO;NA;sud;16;NA;Italy
4405;3433;Manduria;17.636111;40.4;79;NA;79;PUGLIA;3433;7;MANDURIA;TARANTO;REGIONI - ex SIMN;sud;16;NA;Italy
4406;3434;Lizzano;17.452778;40.383333;67;NA;67;PUGLIA;3434;7;LIZZANO;TARANTO;REGIONI - ex SIMN;sud;16;NA;Italy
4407;3435;Grottaglie;17.436111;40.533333;133;NA;133;PUGLIA;3435;7;GROTTAGLIE;TARANTO;REGIONI - ex SIMN;sud;16;NA;Italy
4408;3436;San Giorgio Ionico;17.386111;40.45;25;NA;25;PUGLIA;3436;7;SAN GIORGIO IONICO;TARANTO;REGIONI - ex SIMN;sud;16;NA;Italy
4409;3437;Taranto Osservatorio;17.236111;40.466667;15;NA;15;PUGLIA;3437;7;TARANTO;TARANTO;REGIONI - ex SIMN;sud;16;NA;Italy
4410;3438;Taranto Talsano;17.322818;40.440776;15;NA;15;PUGLIA;3438;7;TARANTO;TARANTO;NA;sud;16;NA;Italy
4411;3439;Castellaneta;16.936111;40.633333;245;NA;245;PUGLIA;3439;7;CASTELLANETA;TARANTO;REGIONI - ex SIMN;sud;16;NA;Italy
4412;3440;Masseria Chiulli;16.933556;40.533333;46;NA;46;PUGLIA;3440;7;CASTELLANETA;TARANTO;NA;sud;16;NA;Italy
4413;3441;Magliati;16.832837;40.53143;46;NA;46;PUGLIA;3441;7;CASTELLANETA;TARANTO;NA;sud;16;NA;Italy
4414;3442;Ginosa;16.752778;40.583333;257;NA;257;PUGLIA;3442;7;GINOSA;TARANTO;REGIONI - ex SIMN;sud;16;NA;Italy
4415;3443;Ginosa Marina;16.886111;40.433333;5;NA;5;PUGLIA;3443;7;GINOSA;TARANTO;REGIONI - ex SIMN;sud;16;NA;Italy
4416;3444;San Nicola d' Avigliano;15.8015;40.7198;859;NA;859;BASILICATA;3444;7;AVIGLIANO;POTENZA;NA;sud;17;NA;Italy
4417;3445;Acerenza;15.936111;40.8;833;NA;833;BASILICATA;3445;7;ACERENZA;POTENZA;NA;sud;17;NA;Italy
4418;3446;Ripa d'Api Scalo;16.119444;40.766667;298;NA;298;BASILICATA;3446;7;GENZANO DI LUCANIA;POTENZA;NA;sud;17;NA;Italy
4419;3447;Cancellara;15.919444;40.733333;620;NA;620;BASILICATA;3447;7;CANCELLARA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4420;3448;Tolve;16.019444;40.7;568;NA;568;BASILICATA;3448;7;TOLVE;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4421;3449;Colonna C.C.;16.119444;40.733333;350;NA;350;BASILICATA;3449;7;TOLVE;POTENZA;NA;sud;17;NA;Italy
4422;3450;Irsina;16.252778;40.75;549;NA;549;BASILICATA;3450;7;IRSINA;MATERA;NA;sud;17;NA;Italy
4423;3451;Palazzo San Gervasio;15.986111;40.933333;483;NA;483;BASILICATA;3451;7;PALAZZO SAN GERVASIO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4424;3452;Poggiorsini;16.252778;40.916667;461;NA;461;PUGLIA;3452;7;GRAVINA IN PUGLIA;BARI;NA;sud;16;NA;Italy
4425;3453;Basentello C.C.;16.319444;40.766667;350;NA;350;BASILICATA;3453;7;IRSINA;MATERA;NA;sud;17;NA;Italy
4426;3454;Tricarico;16.152778;40.616667;698;NA;698;BASILICATA;3454;7;TRICARICO;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
4427;3455;Miglionico;16.502778;40.566667;466;NA;466;BASILICATA;3455;7;MIGLIONICO;MATERA;NA;sud;17;NA;Italy
4428;3456;Gravina di Puglia;16.419444;40.816667;380;NA;380;PUGLIA;3456;7;GRAVINA IN PUGLIA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4429;3457;Santa Chiara;16.502778;40.9;462;NA;462;PUGLIA;3457;7;ALTAMURA;BARI;REGIONI - ex SIMN;sud;16;NA;Italy
4430;3458;Venusio Scalo;16.569444;40.733333;338;NA;338;BASILICATA;3458;7;MATERA;MATERA;NA;sud;17;NA;Italy
4431;3459;Matera;16.619444;40.683333;401;NA;401;BASILICATA;3459;7;MATERA;MATERA;NA;sud;17;NA;Italy
4432;3460;Montescaglioso;16.669444;40.566667;364;NA;364;BASILICATA;3460;7;MONTESCAGLIOSO;MATERA;NA;sud;17;NA;Italy
4433;3461;Metaponto;16.819444;40.366667;3;NA;3;BASILICATA;3461;7;BERNALDA;MATERA;NA;sud;17;NA;Italy
4434;3462;Sciffra;15.750222;40.566667;780;NA;780;BASILICATA;3462;7;PIGNOLA;POTENZA;NA;sud;17;NA;Italy
4435;3463;Potenza;15.8008;40.6321;829;NA;829;BASILICATA;3463;7;POTENZA;POTENZA;NA;sud;17;NA;Italy
4436;3464;Vaglio di Lucania;15.919444;40.666667;933;NA;933;BASILICATA;3464;7;VAGLIO BASILICATA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4437;3465;Grancia;15.936111;40.616667;747;NA;747;BASILICATA;3465;7;BRINDISI MONTAGNA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4438;3466;Anzi;15.919444;40.516667;1066;NA;1066;BASILICATA;3466;7;ANZI;POTENZA;NA;sud;17;NA;Italy
4439;3467;Calvello;15.852778;40.466667;700;NA;700;BASILICATA;3467;7;CALVELLO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4440;3468;Laurenzana;15.969444;40.466667;850;NA;850;BASILICATA;3468;7;LAURENZANA;POTENZA;NA;sud;17;NA;Italy
4441;3469;Albano di Lucania;16.036111;40.583333;899;NA;899;BASILICATA;3469;7;ALBANO DI LUCANIA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4442;3470;Cognato;16.136111;40.566667;557;NA;557;BASILICATA;3470;7;CALCIANO;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
4443;3471;Calciano;16.202778;40.583333;450;NA;450;BASILICATA;3471;7;CALCIANO;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
4444;3472;Grassano;16.286111;40.633333;577;NA;577;BASILICATA;3472;7;GRASSANO;MATERA;NA;sud;17;NA;Italy
4445;3473;Grottole;16.386111;40.6;481;NA;481;BASILICATA;3473;7;GROTTOLE;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
4446;3474;Ferrandina;16.469444;40.483333;496;NA;496;BASILICATA;3474;7;FERRANDINA;MATERA;NA;sud;17;NA;Italy
4447;3475;Pisticci;16.552778;40.383333;364;NA;364;BASILICATA;3475;7;PISTICCI;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
4448;3476;Pomarico;16.552778;40.516667;455;NA;455;BASILICATA;3476;7;POMARICO;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
4449;3477;Bernalda;16.686111;40.416667;127;NA;127;BASILICATA;3477;7;BERNALDA;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
4450;3478;Accettura;16.152778;40.5;799;NA;799;BASILICATA;3478;7;ACCETTURA;MATERA;NA;sud;17;NA;Italy
4451;3479;Salandra;16.319444;40.516667;598;NA;598;BASILICATA;3479;7;SALANDRA;MATERA;NA;sud;17;NA;Italy
4452;3480;San Mauro Forte;16.252778;40.483333;565;NA;565;BASILICATA;3480;7;SAN MAURO FORTE;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
4453;3481;Malabocca C.C.;16.502778;40.316667;175;NA;175;BASILICATA;3481;7;MONTALBANO JONICO;MATERA;NA;sud;17;NA;Italy
4454;3482;San Basilio;16.702778;40.316667;67;NA;67;BASILICATA;3482;7;PISTICCI;MATERA;NA;sud;17;NA;Italy
4455;3483;Marsico Nuovo;15.736111;40.416667;850;NA;850;BASILICATA;3483;7;MARSICO NUOVO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4456;3484;Marsicovetere;15.819444;40.366667;1039;NA;1039;BASILICATA;3484;7;MARSICOVETERE;POTENZA;NA;sud;17;NA;Italy
4457;3485;Tramutola;15.786111;40.316667;654;NA;654;BASILICATA;3485;7;TRAMUTOLA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4458;3486;Grumento Nova;15.916889;40.316667;640;NA;640;BASILICATA;3486;7;VIGGIANO;POTENZA;NA;sud;17;NA;Italy
4459;3487;Viggiano;15.886111;40.333333;1023;NA;1023;BASILICATA;3487;7;VIGGIANO;POTENZA;NA;sud;17;NA;Italy
4460;3488;Moliterno;15.869444;40.233333;879;NA;879;BASILICATA;3488;7;MOLITERNO;POTENZA;NA;sud;17;NA;Italy
4461;3489;Montemurro;15.986111;40.3;710;NA;710;BASILICATA;3489;7;MONTEMURRO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4462;3490;San Martino d'Agri;16.052778;40.233333;661;NA;661;BASILICATA;3490;7;SAN MARTINO D'AGRI;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4463;3491;Armento;16.069444;40.3;640;NA;640;BASILICATA;3491;7;ARMENTO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4464;3492;Castelsaraceno;15.986111;40.166667;950;NA;950;BASILICATA;3492;7;CASTELSARACENO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4465;3493;San Chirico Raparo;16.069444;40.183333;750;NA;750;BASILICATA;3493;7;SAN CHIRICO RAPARO;POTENZA;NA;sud;17;NA;Italy
4466;3494;Missanello;16.169444;40.283333;566;NA;566;BASILICATA;3494;7;MISSANELLO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4467;3495;Aliano;16.236111;40.3;497;NA;497;BASILICATA;3495;7;ALIANO;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
4468;3496;Roccanova;16.202778;40.216667;654;NA;654;BASILICATA;3496;7;ROCCANOVA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4469;3497;Sant'Arcangelo;16.269444;40.25;370;NA;370;BASILICATA;3497;7;SANT'ARCANGELO;POTENZA;NA;sud;17;NA;Italy
4470;3498;Corleto Perticara;16.036111;40.383333;746;NA;746;BASILICATA;3498;7;CORLETO PERTICARA;POTENZA;NA;sud;17;NA;Italy
4471;3499;Gorgoglione;16.152778;40.416667;800;NA;800;BASILICATA;3499;7;GORGOGLIONE;MATERA;NA;sud;17;NA;Italy
4472;3500;Stigliano;16.219444;40.4;909;NA;909;BASILICATA;3500;7;STIGLIANO;MATERA;NA;sud;17;NA;Italy
4473;3501;Montalbano Jonico;16.569444;40.283333;292;NA;292;BASILICATA;3501;7;MONTALBANO JONICO;MATERA;NA;sud;17;NA;Italy
4474;3502;Policoro;16.686111;40.216667;31;NA;31;BASILICATA;3502;7;POLICORO;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
4475;3503;Cogliandrino;15.936111;40.1;700;NA;700;BASILICATA;3503;7;LAURIA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4476;3504;Agromonte C. C.;16.052778;40.066667;500;NA;500;BASILICATA;3504;7;EPISCOPIA;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4477;3505;Mezzana di Lucania;16.169444;39.966667;918;NA;918;BASILICATA;3505;7;SAN SEVERINO LUCANO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4478;3506;San Severino Lucano;16.136111;40.016667;884;NA;884;BASILICATA;3506;7;SAN SEVERINO LUCANO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4479;3507;Francavilla in Sinni;16.202778;40.083333;421;NA;421;BASILICATA;3507;7;FRANCAVILLA IN SINNI;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4480;3508;Carbone;16.086111;40.133333;685;NA;685;BASILICATA;3508;7;CARBONE;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4481;4411;Caprarico;16.4;40.3;160;NA;160;BASILICATA;4411;7;TURSI;MATERA;NA;sud;17;NA;Italy
4482;3509;Castronuovo di Sant'Andrea;16.183556;40.183333;660;NA;660;BASILICATA;3509;7;CASTRONUOVO DI SANT'ANDREA;POTENZA;NA;sud;17;NA;Italy
4483;3510;Teana;16.152778;40.133333;800;NA;800;BASILICATA;3510;7;TEANA;POTENZA;NA;sud;17;NA;Italy
4484;3511;Senise;16.286111;40.15;330;NA;330;BASILICATA;3511;7;SENISE;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4485;3512;Terranova di Pollino;16.302778;39.983333;930;NA;930;BASILICATA;3512;7;TERRANOVA DI POLLINO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4486;3513;Cersosimo;16.352778;40.05;563;NA;563;BASILICATA;3513;7;CERSOSIMO;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4487;3514;Noepoli;16.336111;40.083333;676;NA;676;BASILICATA;3514;7;NOEPOLI;POTENZA;REGIONI - ex SIMN;sud;17;NA;Italy
4488;3515;San Giorgio Lucano;16.386111;40.116667;416;NA;416;BASILICATA;3515;7;SAN GIORGIO LUCANO;MATERA;REGIONI - ex SIMN;sud;17;NA;Italy
