SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_DEM;Elevation_FonteDati;Regione;FullSiteCode;cod_rete;comune;provincia;nome_rete;area;cod_reg;Comments;State
2275;1303;Castelnuovo Colle Don Bosco;7.952778;45.033333;306;NA;306;PIEMONTE;1303;7;CASTELNUOVO DON BOSCO;ASTI;NA;nord;1;NA;Italy
2276;1304;Cocconato;8.019444;45.083333;495;NA;495;PIEMONTE;1304;7;COCCONATO;ASTI;NA;nord;1;NA;Italy
2277;1305;Roatto;8.036111;44.95;256;NA;256;PIEMONTE;1305;7;ROATTO;ASTI;NA;nord;1;NA;Italy
2278;1306;Tigliole;8.069444;44.883333;239;NA;239;PIEMONTE;1306;7;TIGLIOLE;ASTI;NA;nord;1;NA;Italy
2279;1307;Montechiaro D'Asti;8.102778;45.016667;291;NA;291;PIEMONTE;1307;7;MONTECHIARO D'ASTI;ASTI;NA;nord;1;NA;Italy
2280;1308;Asti;8.169444;44.9;152;NA;152;PIEMONTE;1308;7;ASTI;ASTI;NA;nord;1;NA;Italy
2281;1309;Castell'Alfero;8.202778;44.966667;235;NA;235;PIEMONTE;1309;7;CASTELL'ALFERO;ASTI;NA;nord;1;NA;Italy
2282;1310;Castagnole Monferrato;8.302778;44.95;229;NA;229;PIEMONTE;1310;7;CASTAGNOLE MONFERRATO;ASTI;NA;nord;1;NA;Italy
2283;1311;Bossolasco;8.036111;44.533333;770;NA;770;PIEMONTE;1311;7;BOSSOLASCO;CUNEO;NA;nord;1;NA;Italy
2284;1312;Benevello;8.102778;44.616667;671;NA;671;PIEMONTE;1312;7;BENEVELLO;CUNEO;NA;nord;1;NA;Italy
2285;1313;Castino;8.186111;44.616667;540;NA;540;PIEMONTE;1313;7;CASTINO;CUNEO;NA;nord;1;NA;Italy
2286;1314;Mango;8.152778;44.683333;521;NA;521;PIEMONTE;1314;7;MANGO;CUNEO;NA;nord;1;NA;Italy
2287;1315;Santa Libera;8.236111;44.7;402;NA;402;PIEMONTE;1315;7;SANTO STEFANO BELBO;CUNEO;NA;nord;1;NA;Italy
2288;1316;Castagnole delle Lanze;8.136111;44.75;271;NA;271;PIEMONTE;1316;7;CASTAGNOLE DELLE LANZE;ASTI;REGIONI - ex SIMN;nord;1;NA;Italy
2289;1317;Nizza Monferrato;8.319444;44.766667;137;NA;137;PIEMONTE;1317;7;NIZZA MONFERRATO;ASTI;NA;nord;1;NA;Italy
2290;1318;Alessandria Aeroporto;8.586111;44.916667;95;NA;95;PIEMONTE;1318;7;ALESSANDRIA;ALESSANDRIA;NA;nord;1;NA;Italy
2291;1319;San Salvatore Monferrato;8.569444;44.983333;257;NA;257;PIEMONTE;1319;7;SAN SALVATORE MONFERRATO;ALESSANDRIA;NA;nord;1;NA;Italy
2292;1320;Bardineto;8.119444;44.2;711;NA;711;LIGURIA;1320;7;BARDINETO;SAVONA;NA;nord;7;NA;Italy
2293;1321;Calizzano;8.119444;44.233333;647;NA;647;LIGURIA;1321;7;CALIZZANO;SAVONA;NA;nord;7;NA;Italy
2294;1322;Valle Murialdo;8.119444;44.3;600;NA;600;LIGURIA;1322;7;MURIALDO;SAVONA;NA;nord;7;NA;Italy
2295;1323;Osiglia Diga Caval.Osiglia;8.202778;44.283333;620;NA;620;LIGURIA;1323;7;OSIGLIA;SAVONA;NA;nord;7;NA;Italy
2296;1324;Millesimo;8.202778;44.366667;427;NA;427;LIGURIA;1324;7;MILLESIMO;SAVONA;REGIONI - ex SIMN;nord;7;NA;Italy
2297;1325;Cengio;8.202778;44.383333;450;NA;450;LIGURIA;1325;7;CENGIO;SAVONA;NA;nord;7;NA;Italy
2298;1326;Gottasecca;8.169444;44.45;710;NA;710;PIEMONTE;1326;7;GOTTASECCA;CUNEO;NA;nord;1;NA;Italy
2299;1327;Levice;8.119444;44.55;550;NA;550;PIEMONTE;1327;7;LEVICE;CUNEO;NA;nord;1;NA;Italy
2300;1328;Cortemilia;8.186111;44.566667;305;NA;305;PIEMONTE;1328;7;CORTEMILIA;CUNEO;NA;nord;1;NA;Italy
2301;1329;Bubbio;8.302778;44.666667;224;NA;224;PIEMONTE;1329;7;BUBBIO;ASTI;REGIONI - ex SIMN;nord;1;NA;Italy
2302;1330;Bormida;8.219444;44.283333;586;NA;586;LIGURIA;1330;7;BORMIDA;SAVONA;NA;nord;7;NA;Italy
2303;1331;Carcare;8.286111;44.366667;343;NA;343;LIGURIA;1331;7;CARCARE;SAVONA;NA;nord;7;NA;Italy
2304;1332;Cairo Montenotte;8.269444;44.383333;328;NA;328;LIGURIA;1332;7;CAIRO MONTENOTTE;SAVONA;NA;nord;7;NA;Italy
2305;1333;Sella Altare;8.336111;44.333333;473;NA;473;LIGURIA;1333;7;ALTARE;SAVONA;NA;nord;7;NA;Italy
2306;1334;Cagna;8.236111;44.516667;600;NA;600;PIEMONTE;1334;7;CASTELLETTO UZZONE;CUNEO;NA;nord;1;NA;Italy
2307;1335;Pareto;8.369444;44.516667;476;NA;476;PIEMONTE;1335;7;PARETO;ALESSANDRIA;NA;nord;1;NA;Italy
2308;1336;Spigno Monferrato;8.352778;44.55;476;NA;476;PIEMONTE;1336;7;SPIGNO MONFERRATO;ALESSANDRIA;REGIONI - ex SIMN;nord;1;NA;Italy
2309;1337;Montenotte Inferiore;8.419444;44.416667;580;NA;580;LIGURIA;1337;7;CAIRO MONTENOTTE;SAVONA;NA;nord;7;NA;Italy
2310;1338;Sassello;8.469444;44.466667;385;NA;385;LIGURIA;1338;7;SASSELLO;SAVONA;NA;nord;7;NA;Italy
2311;1339;Piancastagna;8.536111;44.533333;732;NA;732;PIEMONTE;1339;7;PONZONE;ALESSANDRIA;REGIONI - ex SIMN;nord;1;NA;Italy
2312;1340;Ponzone;8.469444;44.583333;610;NA;610;PIEMONTE;1340;7;PONZONE;ALESSANDRIA;NA;nord;1;NA;Italy
2313;1341;Acqui Terme;8.469444;44.683333;167;NA;167;PIEMONTE;1341;7;ACQUI TERME;ALESSANDRIA;REGIONI - ex SIMN;nord;1;NA;Italy
2314;1342;Sezzadio;8.569444;44.783333;127;NA;127;PIEMONTE;1342;7;SEZZADIO;ALESSANDRIA;NA;nord;1;NA;Italy
2315;1343;Mombaruzzo;8.452778;44.766667;321;NA;321;PIEMONTE;1343;7;MOMBARUZZO;ASTI;NA;nord;1;NA;Italy
2316;1344;Pianpaludo;8.586111;44.466667;857;NA;857;LIGURIA;1344;7;SASSELLO;SAVONA;NA;nord;7;NA;Italy
2317;1345;Urbe;8.586111;44.5;500;NA;500;LIGURIA;1345;7;URBE;SAVONA;NA;nord;7;NA;Italy
2318;1346;Tiglieto;8.602778;44.533333;500;NA;500;LIGURIA;1346;7;TIGLIETO;GENOVA;NA;nord;7;NA;Italy
2319;1347;Ortiglieto;8.602778;44.583333;300;NA;300;PIEMONTE;1347;7;MOLARE;ALESSANDRIA;REGIONI - ex SIMN;nord;1;NA;Italy
2320;1348;Cremolino;8.586111;44.633333;420;NA;420;PIEMONTE;1348;7;CREMOLINO;ALESSANDRIA;NA;nord;1;NA;Italy
2321;1349;Ovada;8.652778;44.633333;187;NA;187;PIEMONTE;1349;7;OVADA;ALESSANDRIA;NA;nord;1;NA;Italy
2322;1350;Masone;8.719444;44.5;433;NA;433;LIGURIA;1350;7;MASONE;GENOVA;NA;nord;7;NA;Italy
2323;1351;Rossiglione;8.669444;44.55;270;NA;270;LIGURIA;1351;7;ROSSIGLIONE;GENOVA;NA;nord;7;NA;Italy
2324;1352;Belforte Monferrato;8.669444;44.616667;275;NA;275;PIEMONTE;1352;7;BELFORTE MONFERRATO;ALESSANDRIA;NA;nord;1;NA;Italy
2325;1353;Lavezze Lago;8.852778;44.533333;652;NA;652;LIGURIA;1353;7;CAMPOMORONE;GENOVA;NA;nord;7;NA;Italy
2326;1354;Lavagnina Lago;8.769444;44.583333;335;NA;335;PIEMONTE;1354;7;LERMA;ALESSANDRIA;NA;nord;1;NA;Italy
2327;1355;Lavagnina Centrale;8.769444;44.6;245;NA;245;PIEMONTE;1355;7;LERMA;ALESSANDRIA;REGIONI - ex SIMN;nord;1;NA;Italy
2328;1356;Gavi Centrale;8.802778;44.683333;240;NA;240;PIEMONTE;1356;7;GAVI;ALESSANDRIA;NA;nord;1;NA;Italy
2329;1357;Novi Ligure;8.752778;44.766667;200;NA;200;PIEMONTE;1357;7;NOVI LIGURE;ALESSANDRIA;NA;nord;1;NA;Italy
2330;1358;Sale;8.802778;44.983333;83;NA;83;PIEMONTE;1358;7;SALE;ALESSANDRIA;NA;nord;1;NA;Italy
2331;1359;Torriglia;9.169444;44.516667;764;NA;764;LIGURIA;1359;7;TORRIGLIA;GENOVA;NA;nord;7;NA;Italy
2332;1360;Laccio;9.136111;44.5;600;NA;600;LIGURIA;1360;7;TORRIGLIA;GENOVA;NA;nord;7;NA;Italy
2333;1361;Caiasca;8.997594;44.535928;620;NA;620;LIGURIA;1361;7;CASELLA;GENOVA;NA;nord;7;NA;Italy
2334;1362;Montoggio;9.036111;44.516667;450;NA;450;LIGURIA;1362;7;MONTOGGIO;GENOVA;NA;nord;7;NA;Italy
2335;1363;Montebano;9.052778;44.5;935;NA;935;LIGURIA;1363;7;MONTOGGIO;GENOVA;NA;nord;7;NA;Italy
2336;1364;Veixe;9.052778;44.5;776;NA;776;LIGURIA;1364;7;MONTOGGIO;GENOVA;NA;nord;7;NA;Italy
2337;1365;Sanguineto Sanguinetto;9.036111;44.483333;678;NA;678;LIGURIA;1365;7;MONTOGGIO;GENOVA;NA;nord;7;NA;Italy
2338;1366;Noci;9.069444;44.483333;776;NA;776;LIGURIA;1366;7;MONTOGGIO;GENOVA;NA;nord;7;NA;Italy
2339;1367;Val Noci Diga;9.036111;44.5;544;NA;544;LIGURIA;1367;7;MONTOGGIO;GENOVA;REGIONI - ex SIMN;nord;7;NA;Italy
2340;1368;Crocefieschi;9.036111;44.583333;742;NA;742;LIGURIA;1368;7;CROCEFIESCHI;GENOVA;NA;nord;7;NA;Italy
2341;1369;Busalla Giovi Passo Giovi;8.936111;44.566667;400;NA;400;LIGURIA;1369;7;MIGNANEGO;GENOVA;NA;nord;7;NA;Italy
2342;1370;Busalla;8.952778;44.566667;360;NA;360;LIGURIA;1370;7;BUSALLA;GENOVA;NA;nord;7;NA;Italy
2343;1371;Busalletta Diga;8.830733;44.464075;657;NA;657;LIGURIA;1371;7;BUSALLA;GENOVA;NA;nord;7;NA;Italy
2344;1372;Tegli;8.9098;44.5888;600;NA;600;PIEMONTE;1372;7;FRACONALTO;ALESSANDRIA;NA;nord;1;NA;Italy
2345;1373;Chiappari;8.919444;44.566667;535;NA;535;LIGURIA;1373;7;BUSALLA;GENOVA;NA;nord;7;NA;Italy
2346;1374;Cascina Calabria;8.902778;44.566667;600;NA;600;PIEMONTE;1374;7;FRACONALTO;ALESSANDRIA;NA;nord;1;NA;Italy
2347;1375;Cascina di Monte Calvo;8.902778;44.566667;750;NA;750;PIEMONTE;1375;7;FRACONALTO;ALESSANDRIA;REGIONI - ex SIMN;nord;1;NA;Italy
2348;1376;Castagnola;8.886111;44.6;560;NA;560;PIEMONTE;1376;7;FRACONALTO;ALESSANDRIA;NA;nord;1;NA;Italy
2349;1377;Vallenzona;9.086111;44.6;721;NA;721;LIGURIA;1377;7;VOBBIA;GENOVA;NA;nord;7;NA;Italy
2350;1378;Isola del Cantone;8.952778;44.65;300;NA;300;LIGURIA;1378;7;ISOLA DEL CANTONE;GENOVA;REGIONI - ex SIMN;nord;7;NA;Italy
2351;1379;Sasso di Grondona;8.986111;44.7;519;NA;519;PIEMONTE;1379;7;GRONDONA;ALESSANDRIA;NA;nord;1;NA;Italy
2352;1380;Grondona;8.969444;44.7;315;NA;315;PIEMONTE;1380;7;GRONDONA;ALESSANDRIA;NA;nord;1;NA;Italy
2353;1381;Carrega Ligure;9.186111;44.616667;955;NA;955;PIEMONTE;1381;7;CARREGA LIGURE;ALESSANDRIA;NA;nord;1;NA;Italy
2354;1382;Cabella Ligure;9.102778;44.666667;515;NA;515;PIEMONTE;1382;7;CARREGA LIGURE;ALESSANDRIA;NA;nord;1;NA;Italy
2355;1383;Cantalupo Ligure;9.036111;44.716667;378;NA;378;PIEMONTE;1383;7;CANTALUPO LIGURE;ALESSANDRIA;REGIONI - ex SIMN;nord;1;NA;Italy
2356;1384;Zebedassi;9.052778;44.733333;492;NA;492;PIEMONTE;1384;7;CANTALUPO LIGURE;ALESSANDRIA;NA;nord;1;NA;Italy
2357;1385;Stazzano;8.869444;44.733333;219;NA;219;PIEMONTE;1385;7;STAZZANO;ALESSANDRIA;REGIONI - ex SIMN;nord;1;NA;Italy
2358;1386;Sant'Agata Fossili;8.919444;44.783333;425;NA;425;PIEMONTE;1386;7;SANT'AGATA FOSSILI;ALESSANDRIA;NA;nord;1;NA;Italy
2359;1387;Roggia Fraschetta;9.040936;44.812903;135;NA;135;PIEMONTE;1387;7;BRIGNANO-FRASCATA;ALESSANDRIA;NA;nord;1;NA;Italy
2360;1388;Tortona Castello;8.869444;44.9;209;NA;209;PIEMONTE;1388;7;TORTONA;ALESSANDRIA;NA;nord;1;NA;Italy
2361;1389;Tortona Seminario;8.869444;44.9;120;NA;120;PIEMONTE;1389;7;TORTONA;ALESSANDRIA;NA;nord;1;NA;Italy
2362;1390;Garbagna;9.002778;44.783333;292;NA;292;PIEMONTE;1390;7;GARBAGNA;ALESSANDRIA;NA;nord;1;NA;Italy
2363;1391;Montecapraro;9.152778;44.733333;828;NA;828;PIEMONTE;1391;7;FABBRICA CURONE;ALESSANDRIA;NA;nord;1;NA;Italy
2364;1392;Montemarzino;8.986111;44.85;468;NA;468;PIEMONTE;1392;7;MONTEMARZINO;ALESSANDRIA;REGIONI - ex SIMN;nord;1;NA;Italy
2365;1393;Cornale;8.902778;45.033333;75;NA;75;LOMBARDIA;1393;7;CORNALE;PAVIA;NA;nord;3;NA;Italy
2366;1394;Pregola Montagnola;9.286111;44.75;1005;NA;1005;LOMBARDIA;1394;7;BRALLO DI PREGOLA;PAVIA;NA;nord;3;NA;Italy
2367;1395;Casanova Staffora;9.236111;44.766667;580;NA;580;LOMBARDIA;1395;7;SANTA MARGHERITA DI STAFFORA;PAVIA;NA;nord;3;NA;Italy
2368;1396;Varzi;9.202778;44.833333;409;NA;409;LOMBARDIA;1396;7;VARZI;PAVIA;NA;nord;3;NA;Italy
2369;1397;Pizzocorno;9.119444;44.85;478;NA;478;LOMBARDIA;1397;7;PONTE NIZZA;PAVIA;NA;nord;3;NA;Italy
2370;1398;Villa Morini;8.986111;44.966667;104;NA;104;LOMBARDIA;1398;7;VOGHERA;PAVIA;NA;nord;3;NA;Italy
2371;1399;Voghera;9.002778;44.983333;93;NA;93;LOMBARDIA;1399;7;VOGHERA;PAVIA;NA;nord;3;NA;Italy
2372;1400;Cervesina;9.016014;45.061558;72;NA;72;LOMBARDIA;1400;7;CERVESINA;PAVIA;NA;nord;3;NA;Italy
2373;1401;Torre degli Alberi;9.219444;44.9;545;NA;545;LOMBARDIA;1401;7;RUINO;PAVIA;NA;nord;3;NA;Italy
2374;1402;Villa Riccagioia d.Rose;9.086111;44.983333;140;NA;140;LOMBARDIA;1402;7;TORRAZZA COSTE;PAVIA;NA;nord;3;NA;Italy
2375;1403;Montalto Pavese;9.202778;44.983333;466;NA;466;LOMBARDIA;1403;7;MONTALTO PAVESE;PAVIA;REGIONI - ex SIMN;nord;3;NA;Italy
2376;1404;Santa Giuletta;9.186111;45.033333;250;NA;250;LOMBARDIA;1404;7;SANTA GIULETTA;PAVIA;NA;nord;3;NA;Italy
2377;1405;Cassino Po;9.219444;45.05;77;NA;77;LOMBARDIA;1405;7;BRONI;PAVIA;NA;nord;3;NA;Italy
2378;1406;Fornello;9.295383;45.031139;185;NA;185;LOMBARDIA;1406;7;MONTESCANO;PAVIA;NA;nord;3;NA;Italy
2379;1407;Luzzano;9.369444;45.016667;220;NA;220;LOMBARDIA;1407;7;ROVESCALA;PAVIA;NA;nord;3;NA;Italy
2380;1408;Romagnese;9.336111;44.833333;635;NA;635;LOMBARDIA;1408;7;ROMAGNESE;PAVIA;NA;nord;3;NA;Italy
2381;1409;Valverde;9.23;44.87;562;NA;562;LOMBARDIA;1409;7;VALVERDE;PAVIA;NA;nord;3;NA;Italy
2382;1410;Zavattarello;9.269444;44.866667;560;NA;560;LOMBARDIA;1410;7;ZAVATTARELLO;PAVIA;NA;nord;3;NA;Italy
2383;1411;Molato Diga;9.286111;44.9;360;NA;360;EMILIA-ROMAGNA;1411;7;NIBBIANO;PIACENZA;REGIONI - ex SIMN;nord;8;NA;Italy
2384;1412;Borgonovo Val Tidone;9.444108;45.016072;114;NA;114;EMILIA-ROMAGNA;1412;7;BORGONOVO VAL TIDONE;PIACENZA;NA;nord;8;NA;Italy
2385;1413;Pecorara;9.386111;44.883333;479;NA;479;EMILIA-ROMAGNA;1413;7;PECORARA;PIACENZA;REGIONI - ex SIMN;nord;8;NA;Italy
2386;1414;Pianello Val Tidone;9.402778;44.95;185;NA;185;EMILIA-ROMAGNA;1414;7;PIANELLO VAL TIDONE;PIACENZA;NA;nord;8;NA;Italy
2387;1415;Arcello;9.452778;44.95;343;NA;343;EMILIA-ROMAGNA;1415;7;PIANELLO VAL TIDONE;PIACENZA;NA;nord;8;NA;Italy
2388;1416;Sarmato;9.502778;45.066667;70;NA;70;EMILIA-ROMAGNA;1416;7;SARMATO;PIACENZA;NA;nord;8;NA;Italy
2389;1417;Costamaglio;9.219444;44.5;795;NA;795;LIGURIA;1417;7;TORRIGLIA;GENOVA;NA;nord;7;NA;Italy
2390;1418;Caprile;9.186111;44.566667;1001;NA;1001;LIGURIA;1418;7;PROPATA;GENOVA;NA;nord;7;NA;Italy
2391;1419;Propata;9.186111;44.566667;996;NA;996;LIGURIA;1419;7;PROPATA;GENOVA;REGIONI - ex SIMN;nord;7;NA;Italy
2392;1420;Bavastrelli;9.169444;44.566667;960;NA;960;LIGURIA;1420;7;PROPATA;GENOVA;NA;nord;7;NA;Italy
2393;1421;Santa Maria del Porto;9.186111;44.516667;1020;NA;1020;LIGURIA;1421;7;TORRIGLIA;GENOVA;NA;nord;7;NA;Italy
2394;1422;Garaventa;9.169444;44.533333;953;NA;953;LIGURIA;1422;7;TORRIGLIA;GENOVA;NA;nord;7;NA;Italy
2395;1423;Vaccarezza;9.202778;44.566667;1106;NA;1106;LIGURIA;1423;7;PROPATA;GENOVA;NA;nord;7;NA;Italy
2396;1424;Giardino Rondanina;9.202778;44.55;1020;NA;1020;LIGURIA;1424;7;RONDANINA;GENOVA;NA;nord;7;NA;Italy
2397;1425;Rondanina;9.219444;44.566667;981;NA;981;LIGURIA;1425;7;RONDANINA;GENOVA;NA;nord;7;NA;Italy
2398;1426;Diga del Brugneto;9.202778;44.533333;812;NA;812;LIGURIA;1426;7;TORRIGLIA;GENOVA;NA;nord;7;NA;Italy
2399;1427;Fontanigorda;9.302778;44.55;820;NA;820;LIGURIA;1427;7;FONTANIGORDA;GENOVA;NA;nord;7;NA;Italy
2400;1428;Rovegno;9.269444;44.583333;660;NA;660;LIGURIA;1428;7;ROVEGNO;GENOVA;NA;nord;7;NA;Italy
2401;1429;Loco Carchelli Centrale;9.286111;44.55;610;NA;610;LIGURIA;1429;7;ROVEGNO;GENOVA;NA;nord;7;NA;Italy
2402;1430;Ottone;9.336111;44.616667;510;NA;510;EMILIA-ROMAGNA;1430;7;OTTONE;PIACENZA;NA;nord;8;NA;Italy
2403;1431;Valsigiara;9.336111;44.65;460;NA;460;EMILIA-ROMAGNA;1431;7;OTTONE;PIACENZA;NA;nord;8;NA;Italy
2404;1432;Bogli;9.219444;44.633333;1108;NA;1108;EMILIA-ROMAGNA;1432;7;OTTONE;PIACENZA;NA;nord;8;NA;Italy
2405;1433;Zerba;9.286111;44.666667;906;NA;906;EMILIA-ROMAGNA;1433;7;ZERBA;PIACENZA;NA;nord;8;NA;Italy
2406;1434;Losso Centrale;9.302778;44.65;416;NA;416;EMILIA-ROMAGNA;1434;7;OTTONE;PIACENZA;NA;nord;8;NA;Italy
2407;1435;Barbagelata;9.252778;44.483333;1122;NA;1122;LIGURIA;1435;7;LORSICA;GENOVA;NA;nord;7;NA;Italy
2408;1436;Parazzuolo;9.319444;44.483333;819;NA;819;LIGURIA;1436;7;REZZOAGLIO;GENOVA;REGIONI - ex SIMN;nord;7;NA;Italy
2409;1437;Cabanne;9.352778;44.483333;812;NA;812;LIGURIA;1437;7;REZZOAGLIO;GENOVA;REGIONI - ex SIMN;nord;7;NA;Italy
2410;1438;Magnasco;9.402778;44.516667;817;NA;817;LIGURIA;1438;7;REZZOAGLIO;GENOVA;NA;nord;7;NA;Italy
2411;1439;Rezzoaglio;9.386111;44.533333;715;NA;715;LIGURIA;1439;7;REZZOAGLIO;GENOVA;NA;nord;7;NA;Italy
2412;1440;Monte Penna Caserma;9.486111;44.483333;1387;NA;1387;LIGURIA;1440;7;SANTO STEFANO D'AVETO;GENOVA;NA;nord;7;NA;Italy
2413;1441;Santo Stefano D'Aveto;9.452778;44.55;1014;NA;1014;LIGURIA;1441;7;SANTO STEFANO D'AVETO;GENOVA;NA;nord;7;NA;Italy
2414;1442;Boschi D'Aveto Diga;9.419444;44.583333;630;NA;630;EMILIA-ROMAGNA;1442;7;FERRIERE;PIACENZA;REGIONI - ex SIMN;nord;8;NA;Italy
2415;1443;Marsaglia;7.981961;44.453267;320;NA;320;PIEMONTE;1443;7;MARSAGLIA;CUNEO;NA;nord;1;NA;Italy
2416;1444;Brugneto;9.419444;44.666667;903;NA;903;EMILIA-ROMAGNA;1444;7;FERRIERE;PIACENZA;NA;nord;8;NA;Italy
2417;1445;Bobbio;9.572222;44.711111;270;NA;270;EMILIA-ROMAGNA;1445;7;BOBBIO;PIACENZA;REGIONI - ex SIMN;nord;8;NA;Italy
2418;1446;Pradovera;9.486111;44.733333;937;NA;937;EMILIA-ROMAGNA;1446;7;FARINI;PIACENZA;NA;nord;8;NA;Italy
2419;1447;Perino;9.502778;44.816667;200;NA;200;EMILIA-ROMAGNA;1447;7;COLI;PIACENZA;REGIONI - ex SIMN;nord;8;NA;Italy
2420;1448;Statto;9.586111;44.9;180;NA;180;EMILIA-ROMAGNA;1448;7;TRAVO;PIACENZA;NA;nord;8;NA;Italy
2421;1449;Ottavello;9.619444;44.95;113;NA;113;EMILIA-ROMAGNA;1449;7;RIVERGARO;PIACENZA;NA;nord;8;NA;Italy
2422;1450;Settima;9.652778;44.983333;95;NA;95;EMILIA-ROMAGNA;1450;7;GOSSOLENGO;PIACENZA;NA;nord;8;NA;Italy
2423;1451;San Lazzaro Alberoni Oss.;9.719444;45.033333;50;NA;50;EMILIA-ROMAGNA;1451;7;PIACENZA;PIACENZA;REGIONI - ex SIMN;nord;8;NA;Italy
2424;1452;Ferriere;9.502778;44.643333;615;NA;615;EMILIA-ROMAGNA;1452;7;FERRIERE;PIACENZA;REGIONI - ex SIMN;nord;8;NA;Italy
2425;1453;Prato Barbieri;9.594839;44.653625;980;NA;980;EMILIA-ROMAGNA;1453;7;MORFASSO;PIACENZA;NA;nord;8;NA;Italy
2426;1454;Boccolo della Noce;9.636111;44.683333;916;NA;916;EMILIA-ROMAGNA;1454;7;FARINI;PIACENZA;NA;nord;8;NA;Italy
2427;1455;Farini D'Olmo;9.569444;44.716667;426;NA;426;EMILIA-ROMAGNA;1455;7;FARINI;PIACENZA;NA;nord;8;NA;Italy
2428;1456;Grondone;9.452778;44.666667;1051;NA;1051;EMILIA-ROMAGNA;1456;7;FERRIERE;PIACENZA;NA;nord;8;NA;Italy
2429;1457;Mareto;9.502778;44.7;980;NA;980;EMILIA-ROMAGNA;1457;7;FARINI;PIACENZA;NA;nord;8;NA;Italy
2430;1458;Bettola;9.602778;44.783333;329;NA;329;EMILIA-ROMAGNA;1458;7;BETTOLA;PIACENZA;NA;nord;8;NA;Italy
2431;1459;Cassano;9.619444;44.833333;379;NA;379;EMILIA-ROMAGNA;1459;7;PONTE DELL'OLIO;PIACENZA;NA;nord;8;NA;Italy
2432;1460;San Giorgio Piacentino;9.736111;44.95;104;NA;104;EMILIA-ROMAGNA;1460;7;SAN GIORGIO PIACENTINO;PIACENZA;NA;nord;8;NA;Italy
2433;1461;Castellana Groppo;9.736111;44.8;434;NA;434;EMILIA-ROMAGNA;1461;7;GROPPARELLO;PIACENZA;REGIONI - ex SIMN;nord;8;NA;Italy
2434;1462;Rezzano;9.786111;44.866667;200;NA;200;EMILIA-ROMAGNA;1462;7;CARPANETO PIACENTINO;PIACENZA;NA;nord;8;NA;Italy
2435;1463;San Nazzaro;9.886111;45.083333;41;NA;41;EMILIA-ROMAGNA;1463;7;MONTICELLI D'ONGINA;PIACENZA;NA;nord;8;NA;Italy
2436;1464;Isola Serafini;9.902778;45.1;47;NA;47;EMILIA-ROMAGNA;1464;7;MONTICELLI D'ONGINA;PIACENZA;NA;nord;8;NA;Italy
2437;1465;Isola Serafini Tinazzo;9.936111;45.1;40;NA;40;EMILIA-ROMAGNA;1465;7;MONTICELLI D'ONGINA;PIACENZA;NA;nord;8;NA;Italy
2438;1466;Rusteghini;9.702183;44.7218;760;NA;760;EMILIA-ROMAGNA;1466;7;MORFASSO;PIACENZA;NA;nord;8;NA;Italy
2439;1467;Mignano;9.802778;44.783333;342;NA;342;EMILIA-ROMAGNA;1467;7;VERNASCA;PIACENZA;REGIONI - ex SIMN;nord;8;NA;Italy
2440;1468;Castell' Arquato;9.869444;44.85;202;NA;202;EMILIA-ROMAGNA;1468;7;CASTELL'ARQUATO;PIACENZA;NA;nord;8;NA;Italy
2441;1469;Morfasso;9.702778;44.716667;650;NA;650;EMILIA-ROMAGNA;1469;7;MORFASSO;PIACENZA;NA;nord;8;NA;Italy
2442;1470;Fiorenzuola D'Arda;9.902778;44.916667;82;NA;82;EMILIA-ROMAGNA;1470;7;FIORENZUOLA D'ARDA;PIACENZA;REGIONI - ex SIMN;nord;8;NA;Italy
2443;1471;Busseto;10.036111;44.983333;40;NA;40;EMILIA-ROMAGNA;1471;7;BUSSETO;PARMA;NA;nord;8;NA;Italy
2444;1472;Ongina;10.052778;45.033333;37;NA;37;EMILIA-ROMAGNA;1472;7;POLESINE PARMENSE;PARMA;NA;nord;8;NA;Italy
2445;1473;Monte Zatta;9.452778;44.4;1125;NA;1125;LIGURIA;1473;7;BORZONASCA;GENOVA;NA;nord;7;NA;Italy
2446;1474;Santa Maria del Taro;9.486111;44.433333;744;NA;744;EMILIA-ROMAGNA;1474;7;TORNOLO;PARMA;REGIONI - ex SIMN;nord;8;NA;Italy
2447;1475;Casale Val Taro;9.569444;44.45;703;NA;703;EMILIA-ROMAGNA;1475;7;TORNOLO;PARMA;REGIONI - ex SIMN;nord;8;NA;Italy
2448;1476;Bedonia;9.6325;44.505556;544;NA;544;EMILIA-ROMAGNA;1476;7;BEDONIA;PARMA;REGIONI - ex SIMN;nord;8;NA;Italy
2449;1477;Tarsogno;9.636111;44.433333;900;NA;900;EMILIA-ROMAGNA;1477;7;TORNOLO;PARMA;NA;nord;8;NA;Italy
2450;1478;Porcigatone;9.752778;44.516667;800;NA;800;EMILIA-ROMAGNA;1478;7;BORGO VAL DI TARO;PARMA;NA;nord;8;NA;Italy
2451;1479;Strinabecco;9.486111;44.45;800;NA;800;EMILIA-ROMAGNA;1479;7;TORNOLO;PARMA;NA;nord;8;NA;Italy
2452;1480;Monte Groppo;9.669444;44.4;800;NA;800;EMILIA-ROMAGNA;1480;7;ALBARETO;PARMA;NA;nord;8;NA;Italy
2453;1481;Albareto;9.702778;44.45;550;NA;550;EMILIA-ROMAGNA;1481;7;ALBARETO;PARMA;NA;nord;8;NA;Italy
