SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_DEM;Elevation_FonteDati;Regione;COD_RETE
9148;08FARINI;FARINI;9.56964;44.71213;453;NA;453;Emilia;15
9149;08FARNETA;FARNETA;10.57012;44.34988;611;NA;611;Emilia;15
9150;08FARNETACLE;FARNETACLE;10.56916;44.35071;611;NA;611;Emilia;15
9151;08FEBBIO;FEBBIO;10.42748;44.29794;1133;NA;1133;Emilia;15
9152;08FELEGARA;FELEGARA;10.11913;44.71738;119;NA;119;Emilia;15
9153;08FELLICAROLO;FELLICAROLO;10.75251;44.18403;920;NA;920;Emilia;15
9154;08FERRARA;FERRARA;11.62098;44.83242;9;NA;9;Emilia;15
9155;08FERRARAURB;FERRARAURB;11.61818;44.82441;9;NA;9;Emilia;15
9156;08FIDENZA;FIDENZA;10.04909;44.86985;76;NA;76;Emilia;15
9157;08FINALEEMILAGRO;FINALEEMILAGRO;11.284;44.83907;14;NA;14;Emilia;15
9158;08FINALEEMILIA;FINALEEMILIA;11.28376;44.83976;14;NA;14;Emilia;15
9159;08FIORENZUOLA;FIORENZUOLA;9.88225;44.91653;88;NA;88;Emilia;15
9160;08FIUMALBO;FIUMALBO;10.64903;44.17936;979;NA;979;Emilia;15
9161;08FONTANALUCCIA;FONTANALUCCIA;10.51528;44.27889;766;NA;766;Emilia;15
9162;08FORLI;FORLI;12.05551;44.21859;29;NA;29;Emilia;15
9163;08FORLIURB;FORLIURB;12.04086;44.21942;32;NA;32;Emilia;15
9164;08FORMIGINE;FORMIGINE;10.84303;44.57225;84;NA;84;Emilia;15
9165;08FORMIGINEAGRO;FORMIGINEAGRO;10.90421;44.54874;99;NA;99;Emilia;15
9166;08FRASSINETO;FRASSINETO;9.58505;44.58159;857;NA;857;Emilia;15
9167;08FRASSINORO;FRASSINORO;10.57564;44.29576;1001;NA;1001;Emilia;15
9168;08GABELLINA;GABELLINA;10.23556;44.31667;949;NA;949;Emilia;15
9169;08GAIATE;GAIATE;10.85251;44.28403;641;NA;641;Emilia;15
9170;08GAINAGOAGRO;GAINAGOAGRO;10.37389;44.88274;30;NA;30;Emilia;15
9171;08GRAMMATICA;GRAMMATICA;10.09287;44.43827;852;NA;852;Emilia;15
9172;08GRANAROLOAGRO;GRANAROLOAGRO;11.95435;44.35409;17;NA;17;Emilia;15
9173;08GRONDONE;GRONDONE;9.45222;44.66667;1106;NA;1106;Emilia;15
9174;08GROPPALLO;GROPPALLO;9.59686;44.69536;913;NA;913;Emilia;15
9175;08GROPPARELLO;GROPPARELLO;9.72548;44.82512;335;NA;335;Emilia;15
9176;08GROTTA;GROTTA;9.91912;44.78405;479;NA;479;Emilia;15
9177;08GUAGNINO;GUAGNINO;12.21159;44.68842;3;NA;3;Emilia;15
9178;08GUARDASONE;GUARDASONE;10.40222;44.63334;173;NA;173;Emilia;15
9179;08GUASTALLA;GUASTALLA;10.65222;44.91667;22;NA;22;Emilia;15
9180;08GUIGLIA;GUIGLIA;10.99241;44.4325;387;NA;387;Emilia;15
9181;08GUIGLIAAGRARIA;GUIGLIAAGRARIA;10.96918;44.41738;378;NA;378;Emilia;15
9182;08IDROVORAFOSSOGH;IDROVORAFOSSOGH;12.25264;44.35462;2;NA;2;Emilia;15
9183;08IMOLA;IMOLA;11.71264;44.34583;44;NA;44;Emilia;15
9184;08IMOLAMNERIAGRO;IMOLAMNERIAGRO;11.75013;44.33351;54;NA;54;Emilia;15
9185;08INVASO;INVASO;11.22251;44.22757;476;NA;476;Emilia;15
9186;08ISOLAPALANZANO;ISOLAPALANZANO;10.16215;44.42838;655;NA;655;Emilia;15
9187;08ISOLASERAFINI;ISOLASERAFINI;9.90222;45.1;39;NA;39;Emilia;15
9188;08ISOLASERAFTINAZ;ISOLASERAFTINAZ;9.93;45.1;34;NA;34;Emilia;15
9189;08JOLANDADISAVOIA;JOLANDADISAVOIA;11.9766;44.88649;1;NA;1;Emilia;15
9190;08LACOSTAMAIATICO;LACOSTAMAIATICO;10.20083;44.70362;249;NA;249;Emilia;15
9191;08LAGDEI;LAGDEI;10.00852;44.4123;1315;NA;1315;Emilia;15
9192;08LAGOBALLANO;LAGOBALLANO;10.10205;44.3695;1255;NA;1255;Emilia;15
9193;08LAGOCERRETANO;LAGOCERRETANO;10.23556;44.3;1287;NA;1287;Emilia;15
9194;08LAGOPRATIGNANO;LAGOPRATIGNANO;10.81778;44.17741;1242;NA;1242;Emilia;15
9195;08LAMAMOCOGNO;LAMAMOCOGNO;10.73556;44.31667;845;NA;845;Emilia;15
9196;08LANGHIRANO;LANGHIRANO;10.26108;44.60415;269;NA;269;Emilia;15
9197;08LASTELLA;LASTELLA;10.4907;44.52992;677;NA;677;Emilia;15
9198;08LAVEZZOLAAGRO;LAVEZZOLAAGRO;11.83851;44.55625;7;NA;7;Emilia;15
9199;08LETAVERNE;LETAVERNE;11.58748;44.24924;422;NA;422;Emilia;15
9200;08LIGONCHIO;LIGONCHIO;10.34466;44.31683;803;NA;803;Emilia;15
9201;08LIZZANOBELVEDER;LIZZANOBELVEDER;10.89126;44.16513;698;NA;698;Emilia;15
9202;08LOIANOAGRO;LOIANOAGRO;11.32846;44.261;687;NA;687;Emilia;15
9203;08LOSSO;LOSSO;9.30833;44.66084;629;NA;629;Emilia;15
9204;08LUGODIROMAGNA;LUGODIROMAGNA;11.9133;44.41773;12;NA;12;Emilia;15
9205;08MADONNAFORNELLI;MADONNAFORNELLI;11.25679;44.21572;849;NA;849;Emilia;15
9206;08MALALBERGO;MALALBERGO;11.52905;44.71847;13;NA;13;Emilia;15
9207;08MALBORGHETTAGRO;MALBORGHETTAGRO;11.65678;44.85768;7;NA;7;Emilia;15
9208;08MARANO;MARANO;10.97195;44.45723;141;NA;141;Emilia;15
9209;08MARETO;MARETO;9.50222;44.7;947;NA;947;Emilia;15
9210;08MARINADIRAVENNA;MARINADIRAVENNA;12.28385;44.49094;NA;NA;NA;Emilia;15
9211;08MAROLA;MAROLA;10.48582;44.48404;720;NA;720;Emilia;15
9212;08MARRA;MARRA;10.04744;44.47344;670;NA;670;Emilia;15
9213;08MARTINELLA;MARTINELLA;11.88432;44.71141;5;NA;5;Emilia;15
9214;08MARTORANOAGRO;MARTORANOAGRO;12.26792;44.16545;24;NA;24;Emilia;15
9215;08MELDOLAPLUVIO;MELDOLAPLUVIO;12.06064;44.13466;56;NA;56;Emilia;15
9216;08MEZZOLARAAGRO;MEZZOLARAAGRO;11.53219;44.56725;18;NA;18;Emilia;15
9217;08MIGNANODIGA;MIGNANODIGA;9.80334;44.77068;420;NA;420;Emilia;15
9218;08MIRABELLOAGRO;MIRABELLOAGRO;11.45119;44.82375;14;NA;14;Emilia;15
9219;08MIRANDOLA;MIRANDOLA;11.08556;44.86667;21;NA;21;Emilia;15
9220;08MIRANDOLAAGRO;MIRANDOLAAGRO;11.00854;44.88308;18;NA;18;Emilia;15
9221;08MODENABURANA;MODENABURANA;10.93584;44.65071;33;NA;33;Emilia;15
9222;08MODENAGIARDINO;MODENAGIARDINO;10.93584;44.65071;33;NA;33;Emilia;15
9223;08MODENAISA;MODENAISA;10.9343;44.64802;33;NA;33;Emilia;15
9224;08MODENAURB;MODENAURB;10.91571;44.65191;35;NA;35;Emilia;15
9225;08MODIGLIANA;MODIGLIANA;11.79617;44.15559;240;NA;240;Emilia;15
9226;08MODIGLIANAAGRO;MODIGLIANAAGRO;11.80352;44.11692;496;NA;496;Emilia;15
9227;08MOLATODIGA;MOLATODIGA;9.28802;44.90789;401;NA;401;Emilia;15
9228;08MONDINE;MONDINE;10.95132;44.9324;19;NA;19;Emilia;15
9229;08MONGHIDORO;MONGHIDORO;11.32336;44.21423;809;NA;809;Emilia;15
9230;08MONTEACUTOALPI;MONTEACUTOALPI;10.88739;44.13639;828;NA;828;Emilia;15
9231;08MONTEACUTOVALLE;MONTEACUTOVALLE;11.20693;44.24192;573;NA;573;Emilia;15
9232;08MONTEALBANO;MONTEALBANO;11.67393;44.22577;385;NA;385;Emilia;15
9233;08MONTECATONE;MONTECATONE;11.6363;44.34602;168;NA;168;Emilia;15
9234;08MONTECIMONE;MONTECIMONE;10.70134;44.19905;1889;NA;1889;Emilia;15
9235;08MONTECOLOMBO;MONTECOLOMBO;12.55341;43.92012;250;NA;250;Emilia;15
9236;08MONTECORONCINA;MONTECORONCINA;11.18455;44.11088;1089;NA;1089;Emilia;15
9237;08MONTEFIORINAGRO;MONTEFIORINAGRO;10.61923;44.32174;603;NA;603;Emilia;15
9238;08MONTEGROPPO;MONTEGROPPO;9.68637;44.4188;670;NA;670;Emilia;15
9239;08MONTEIOTTONEMEC;MONTEIOTTONEMEC;12.16343;43.99147;364;NA;364;Emilia;15
9240;08MONTEOMBRARO;MONTEOMBRARO;11.0049;44.37943;684;NA;684;Emilia;15
9241;08MONTEOMBRAROTEL;MONTEOMBRAROTEL;11.00873;44.37634;650;NA;650;Emilia;15
9242;08MONTESANTO;MONTESANTO;11.74832;44.71177;3;NA;3;Emilia;15
9243;08MONTESE;MONTESE;10.94203;44.27693;830;NA;830;Emilia;15
9244;08MONTESPIETRO;MONTESPIETRO;11.13634;44.43793;249;NA;249;Emilia;15
9245;08MONTESPIETROTEL;MONTESPIETROTEL;11.13835;44.44032;249;NA;249;Emilia;15
9246;08MONTESTEFANO;MONTESTEFANO;10.63466;44.34905;499;NA;499;Emilia;15
9247;08MONTEVEGLIOABB;MONTEVEGLIOABB;11.09141;44.46883;202;NA;202;Emilia;15
9248;08MONZUNO;MONZUNO;11.27351;44.27663;587;NA;587;Emilia;15
9249;08MORCIANOAGRO;MORCIANOAGRO;12.63833;43.90593;114;NA;114;Emilia;15
9250;08MORFASSO;MORFASSO;9.7025;44.72334;640;NA;640;Emilia;15
9251;08MORMOROLA;MORMOROLA;9.88651;44.56882;550;NA;550;Emilia;15
9252;08MULAZZANOAGRO;MULAZZANOAGRO;12.63833;43.90593;114;NA;114;Emilia;15
9253;08MUSIARASUP;MUSIARASUP;10.17833;44.49855;943;NA;943;Emilia;15
9254;08NEVIANOARDUINI;NEVIANOARDUINI;10.31375;44.58339;511;NA;511;Emilia;15
9255;08NEVIANOROSSI;NEVIANOROSSI;10.15583;44.66667;316;NA;316;Emilia;15
9256;08NIRONEDIGA;NIRONEDIGA;10.21914;44.4007;689;NA;689;Emilia;15
9257;08NOCETO;NOCETO;10.16944;44.80848;77;NA;77;Emilia;15
9258;08NOCIVEGLIA;NOCIVEGLIA;9.61001;44.54712;929;NA;929;Emilia;15
9259;08NONANTOLA;NONANTOLA;11.03555;44.68333;25;NA;25;Emilia;15
9260;08NOVEGLIA;NOVEGLIA;9.76681;44.59271;675;NA;675;Emilia;15
9261;08NOVELLARASIRONA;NOVELLARASIRONA;10.7025;44.86739;19;NA;19;Emilia;15
9262;08ONGINA;ONGINA;10.05222;45.03333;35;NA;35;Emilia;15
9263;08OSPITALETTO;OSPITALETTO;10.31666;44.29697;1272;NA;1272;Emilia;15
9264;08OSTELLATOAGRO;OSTELLATOAGRO;11.88668;44.70242;5;NA;5;Emilia;15
9265;08OSTIAPARMENSE;OSTIAPARMENSE;9.84203;44.5142;435;NA;435;Emilia;15
9266;08OTTAVELLO;OTTAVELLO;9.61889;44.95;115;NA;115;Emilia;15
9267;08OTTONE;OTTONE;9.335;44.62306;682;NA;682;Emilia;15
9268;08OZOLADIGA;OZOLADIGA;10.36861;44.2875;1518;NA;1518;Emilia;15
9269;08PADULLEBOAGRO;PADULLEBOAGRO;11.28637;44.62141;25;NA;25;Emilia;15
9270;08PALANTONEOPERA;PALANTONEOPERA;11.42595;44.92074;10;NA;10;Emilia;15
9271;08PANNOCCHIAAGRO;PANNOCCHIAAGRO;10.29676;44.68489;163;NA;163;Emilia;15
9272;08PARMAUFFIDROGR;PARMAUFFIDROGR;10.33029;44.80807;49;NA;49;Emilia;15
9273;08PARMAUNIVERSITA;PARMAUNIVERSITA;10.315;44.80457;55;NA;55;Emilia;15
9274;08PARMAURB;PARMAURB;10.32173;44.79906;59;NA;59;Emilia;15
9275;08PASSODEIROSSI;PASSODEIROSSI;11.20133;44.93241;11;NA;11;Emilia;15
9276;08PAVANADIGA;PAVANADIGA;11.00554;44.11828;467;NA;467;Emilia;15
9277;08PAVULLO;PAVULLO;10.82824;44.31958;687;NA;687;Emilia;15
9278;08PAZZANO;PAZZANO;10.81917;44.43404;509;NA;509;Emilia;15
9279;08PECORARA;PECORARA;9.38445;44.87639;589;NA;589;Emilia;15
9280;08PELLEGRINO;PELLEGRINO;9.93466;44.7272;487;NA;487;Emilia;15
9281;08PERINO;PERINO;9.49705;44.8187;207;NA;207;Emilia;15
9282;08PETRIGNACOLA;PETRIGNACOLA;10.11889;44.5;520;NA;520;Emilia;15
9283;08PIACENZAURB;PIACENZAURB;9.49718;44.8187;207;NA;207;Emilia;15
9284;08PIANDELAGOTTI;PIANDELAGOTTI;10.51632;44.23714;1228;NA;1228;Emilia;15
9285;08PIANDELFALCO;PIANDELFALCO;10.75222;44.21666;1343;NA;1343;Emilia;15
9286;08PIANELLOVALTIDO;PIANELLOVALTIDO;9.43997;44.96451;154;NA;154;Emilia;15
9287;08PIANORO;PIANORO;11.33988;44.37103;196;NA;196;Emilia;15
9288;08PIEVECUSIGNAGRO;PIEVECUSIGNAGRO;10.03541;44.77323;247;NA;247;Emilia;15
9289;08PIEVEPELAGO;PIEVEPELAGO;10.577209999999999;44.19429;979;NA;979;Emilia;15
9290;08PIONE;PIONE;9.63397;44.61948;775;NA;775;Emilia;15
9291;08PIZZOLESE;PIZZOLESE;10.35222;44.86666;34;NA;34;Emilia;15
9292;08POLINAGO;POLINAGO;10.72975;44.34366;741;NA;741;Emilia;15
9293;08PONTEBACCHELLO;PONTEBACCHELLO;10.98732;44.74756;31;NA;31;Emilia;15
9294;08PONTECAVOLA;PONTECAVOLA;10.52278;44.4094;408;NA;408;Emilia;15
9295;08PONTELAGOSCURO;PONTELAGOSCURO;11.60465;44.88707;7;NA;7;Emilia;15
9296;08PONTEPIETRA;PONTEPIETRA;10.88466;44.86573;19;NA;19;Emilia;15
9297;08PONTESAMONE;PONTESAMONE;10.92272;44.35664;249;NA;249;Emilia;15
9298;08PONTETESTA;PONTETESTA;10.78583;44.88405;19;NA;19;Emilia;15
9299;08PONTEVERUCCHIO;PONTEVERUCCHIO;12.4058;43.98106;130;NA;130;Emilia;15
9300;08PONTICELLI;PONTICELLI;10.93466;44.81573;21;NA;21;Emilia;15
9301;08PORCIGATONE;PORCIGATONE;9.75245;44.51738;658;NA;658;Emilia;15
9302;08PORRETTATERME;PORRETTATERME;10.97209;44.16649;383;NA;383;Emilia;15
9303;08POVIGLIO;POVIGLIO;10.53777;44.84187;27;NA;27;Emilia;15
9304;08PRADOVERA;PRADOVERA;9.48577;44.73404;915;NA;915;Emilia;15
9305;08PREDAPPIO;PREDAPPIO;11.9806;44.10835;125;NA;125;Emilia;15
9306;08PREDOLO;PREDOLO;10.44675;44.48444;706;NA;706;Emilia;15
9307;08PRELERNA;PRELERNA;9.95222;44.61666;546;NA;546;Emilia;15
9308;08PREMILCUORE;PREMILCUORE;11.77909;43.97943;508;NA;508;Emilia;15
9309;08PRIGNANO;PRIGNANO;10.68466;44.43239;388;NA;388;Emilia;15
9310;08PRUGNOLO;PRUGNOLO;11.49455;44.39;247;NA;247;Emilia;15
9311;08PRUGNOLOTELE;PRUGNOLOTELE;11.49455;44.39;247;NA;247;Emilia;15
9312;08QUARTODIGA;QUARTODIGA;12.08636;43.89069;387;NA;387;Emilia;15
9313;08QUATTROCASTELLA;QUATTROCASTELLA;10.47424;44.63329;158;NA;158;Emilia;15
9314;08RAMIOLA;RAMIOLA;10.09231;44.69726;137;NA;137;Emilia;15
9315;08RAMISETO;RAMISETO;10.27559;44.41146;790;NA;790;Emilia;15
9316;08RAVARINO;RAVARINO;11.10133;44.71573;23;NA;23;Emilia;15
9317;08RAVENNAURB;RAVENNAURB;12.19867;44.40709;4;NA;4;Emilia;15
9318;08REDAFAENZAAGRO;REDAFAENZAAGRO;11.91951;44.27025;36;NA;36;Emilia;15
9319;08REGGIOEMILIA;REGGIOEMILIA;10.63466;44.69906;57;NA;57;Emilia;15
9320;08REGGIOEMILIAURB;REGGIOEMILIAURB;10.63239;44.69007;59;NA;59;Emilia;15
9321;08REGNANO;REGNANO;10.56915;44.56738;435;NA;435;Emilia;15
9322;08REGNANOCABERT;REGNANOCABERT;10.58583;44.56738;421;NA;421;Emilia;15
9323;08REZZANO;REZZANO;9.78578;44.86739;172;NA;172;Emilia;15
9324;08RIFUGBARGETANA;RIFUGBARGETANA;10.39827;44.26103;1656;NA;1656;Emilia;15
9325;08RIGLIO;RIGLIO;9.67557;44.81917;348;NA;348;Emilia;15
9326;08RIMAGNA;RIMAGNA;10.1358;44.38404;1186;NA;1186;Emilia;15
9327;08RIOLADIVERGATO;RIOLADIVERGATO;11.05589;44.22888;294;NA;294;Emilia;15
9328;08RIOLOTERME;RIOLOTERME;11.72415;44.27424;78;NA;78;Emilia;15
9329;08ROCCACORNETA;ROCCACORNETA;10.86889;44.2;705;NA;705;Emilia;15
9330;08ROCCAPREBALZA;ROCCAPREBALZA;9.95222;44.53334;612;NA;612;Emilia;15
9331;08ROCCASCASCIANO2;ROCCASCASCIANO2;11.84195;44.05349;310;NA;310;Emilia;15
9332;08ROCCHETTA;ROCCHETTA;10.83556;44.25;610;NA;610;Emilia;15
9333;08ROLADISPILAMBER;ROLADISPILAMBER;10.96889;44.51667;106;NA;106;Emilia;15
9334;08RONCHETTI;RONCHETTI;10.25222;44.90001;37;NA;37;Emilia;15
9335;08RONCOVETRO;RONCOVETRO;10.38134;44.51771;582;NA;582;Emilia;15
9336;08RUSTEGHINI;RUSTEGHINI;9.72282;44.70232;771;NA;771;Emilia;15
9337;08S_ANNAPELAGO;S_ANNAPELAGO;10.55132;44.18238;1120;NA;1120;Emilia;15
9338;08S_BENEDETTOQUER;S_BENEDETTOQUER;11.48579;44.25307;331;NA;331;Emilia;15
9339;08S_CLEMENTE;S_CLEMENTE;11.49063;44.31917;208;NA;208;Emilia;15
9340;08S_FELICEPANARO;S_FELICEPANARO;11.13639;44.83334;19;NA;19;Emilia;15
9341;08S_GIORGIOPIAC;S_GIORGIOPIAC;9.73639;44.95;101;NA;101;Emilia;15
9342;08S_LAZZAROALB;S_LAZZAROALB;9.72488;45.03506;53;NA;53;Emilia;15
9343;08S_MARIADELTARO;S_MARIADELTARO;9.495;44.43333;854;NA;854;Emilia;15
9344;08S_MARTINOINRIO;S_MARTINOINRIO;10.78466;44.7324;36;NA;36;Emilia;15
9345;08S_MARTINOSINZAN;S_MARTINOSINZAN;10.25222;44.75;107;NA;107;Emilia;15
9346;08S_MICHELECLE;S_MICHELECLE;10.62618;44.19471;886;NA;886;Emilia;15
9347;08S_RUFFINO;S_RUFFINO;10.70222;44.58334;124;NA;124;Emilia;15
9348;08S_VALENTINO;S_VALENTINO;10.69918;44.52373;303;NA;303;Emilia;15
9349;08S_VENANZIO;S_VENANZIO;10.85251;44.50071;227;NA;227;Emilia;15
9350;08SAGATABOAGRO;SAGATABOAGRO;11.13887;44.68841;21;NA;21;Emilia;15
9351;08SAGATASANTEAGRO;SAGATASANTEAGRO;11.86551;44.44042;14;NA;14;Emilia;15
9352;08SAIARINO;SAIARINO;11.81263;44.62252;11;NA;11;Emilia;15
9353;08SALABAGANZA;SALABAGANZA;10.23782;44.72676;142;NA;142;Emilia;15
9354;08SALSOMAGGIORE;SALSOMAGGIORE;9.99123;44.81902;161;NA;161;Emilia;15
9355;08SALSOMINORE;SALSOMINORE;9.40533;44.63272;562;NA;562;Emilia;15
9356;08SALUDECIO;SALUDECIO;12.6686;43.87207;272;NA;272;Emilia;15
9357;08SANTONIOAGRO;SANTONIOAGRO;11.72502;44.56591;10;NA;10;Emilia;15
9358;08SARMATO;SARMATO;9.50273;45.084;53;NA;53;Emilia;15
9359;08SASSOMARCONAGRO;SASSOMARCONAGRO;11.23687;44.43508;232;NA;232;Emilia;15
9360;08SASSOMARCONI;SASSOMARCONI;11.24784;44.38152;130;NA;130;Emilia;15
9361;08SASSOMORELAGRO;SASSOMORELAGRO;11.68602;44.40792;39;NA;39;Emilia;15
9362;08SASSOSTORNO;SASSOSTORNO;10.67406;44.25941;1019;NA;1019;Emilia;15
9363;08SASSUOLO;SASSUOLO;10.79563;44.53745;139;NA;139;Emilia;15
9364;08SCANDIANO;SCANDIANO;10.68233;44.59775;101;NA;101;Emilia;15
9365;08SEGADIOSPITALE;SEGADIOSPITALE;10.80251;44.16737;1136;NA;1136;Emilia;15
9366;08SELLARINOVOARPA;SELLARINOVOARPA;11.74001;44.73925;2;NA;2;Emilia;15
9367;08SELVABOCCHETTO;SELVABOCCHETTO;10.00247;44.61738;313;NA;313;Emilia;15
9368;08SELVAFERRIERE;SELVAFERRIERE;9.48242;44.58678;1120;NA;1120;Emilia;15
9369;08SELVANIZZA;SELVANIZZA;10.21111;44.43333;605;NA;605;Emilia;15
9370;08SERRAMAZZONI;SERRAMAZZONI;10.78705;44.42887;763;NA;763;Emilia;15
9371;08SESTOLA;SESTOLA;10.7687;44.23213;1005;NA;1005;Emilia;15
9372;08SETTEFONTIAGRO;SETTEFONTIAGRO;11.46234;44.40239;267;NA;267;Emilia;15
9373;08SETTIMA;SETTIMA;9.65222;44.98333;90;NA;90;Emilia;15
9374;08SFELICEPANAGRO;SFELICEPANAGRO;11.12087;44.8204;16;NA;16;Emilia;15
9375;08SISSA;SISSA;10.23581;44.96739;32;NA;32;Emilia;15
9376;08SNICOLOAGRO;SNICOLOAGRO;9.58592;45.03623;71;NA;71;Emilia;15
9377;08SPANCRAZIOAGRO;SPANCRAZIOAGRO;10.27222;44.80805;56;NA;56;Emilia;15
9378;08SPIETROCAPOAGRO;SPIETROCAPOAGRO;11.62262;44.65379;7;NA;7;Emilia;15
9379;08SPIETROVINCAGRO;SPIETROVINCAGRO;12.15484;44.30659;11;NA;11;Emilia;15
9380;08SPILAMBERTO;SPILAMBERTO;11.03113;44.5337;67;NA;67;Emilia;15
9381;08STAGNO;STAGNO;10.22502;44.99845;31;NA;31;Emilia;15
9382;08STATTO;STATTO;9.58577;44.90071;157;NA;157;Emilia;15
9383;08STRADASANZENO;STRADASANZENO;11.8802;44.02092;310;NA;310;Emilia;15
9384;08STRETTARA;STRETTARA;10.70134;44.24905;972;NA;972;Emilia;15
9385;08STRINABECCO;STRINABECCO;9.48956;44.45084;929;NA;929;Emilia;15
9386;08SUCCISO;SUCCISO;10.19251;44.36345;975;NA;975;Emilia;15
9387;08SUVIANA;SUVIANA;11.04298;44.13445;479;NA;479;Emilia;15
9388;08TAGLIOLE;TAGLIOLE;10.60222;44.16667;1042;NA;1042;Emilia;15
9389;08TARSOGNO;TARSOGNO;9.618;44.4467;801;NA;801;Emilia;15
9390;08TEODORANO;TEODORANO;12.10516;44.08521;263;NA;263;Emilia;15
9391;08TERUZZI;TERUZZI;9.68522;44.69505;1015;NA;1015;Emilia;15
9392;08TERZOCARNAIO;TERZOCARNAIO;11.96078;43.883;646;NA;646;Emilia;15
9393;08TIEDOLIBARCA;TIEDOLIBARCA;9.83579;44.53403;657;NA;657;Emilia;15
9394;08TREDOZIO;TREDOZIO;11.74476;44.08046;415;NA;415;Emilia;15
9395;08VALDENA;VALDENA;9.78418;44.44416;829;NA;829;Emilia;15
9396;08VALLERANO;VALLERANO;10.18581;44.61738;477;NA;477;Emilia;15
9397;08VALLONANUOVA;VALLONANUOVA;12.2104;44.8868;1;NA;1;Emilia;15
9398;08VALMOZZOLA;VALMOZZOLA;9.87695;44.56945;515;NA;515;Emilia;15
9399;08VALSIGIARA;VALSIGIARA;9.33023;44.64018;518;NA;518;Emilia;15
9400;08VARANOMARCHESI;VARANOMARCHESI;10.02361;44.73341;305;NA;305;Emilia;15
9401;08VARANOMELEGARI;VARANOMELEGARI;10.01333;44.68778;212;NA;212;Emilia;15
9402;08VARSI;VARSI;9.82103;44.64944;517;NA;517;Emilia;15
9403;08VEDRIANO;VEDRIANO;10.40222;44.51417;577;NA;577;Emilia;15
9404;08VERGATO;VERGATO;11.11311;44.28781;207;NA;207;Emilia;15
9405;08VERGHERETO;VERGHERETO;12.0044;43.79521;844;NA;844;Emilia;15
9406;08VERGIANOAGRO;VERGIANOAGRO;12.499;44.03226;52;NA;52;Emilia;15
9407;08VETTO;VETTO;10.32931;44.49348;387;NA;387;Emilia;15
9408;08VEZZANO;VEZZANO;10.55;44.6;184;NA;184;Emilia;15
9409;08VIANINO;VIANINO;9.93556;44.68333;314;NA;314;Emilia;15
9410;08VIGATTO;VIGATTO;10.33556;44.71667;113;NA;113;Emilia;15
9411;08VIGNOLAAGRO;VIGNOLAAGRO;11.00372;44.50351;103;NA;103;Emilia;15
9412;08VIGOLOMARCHESI;VIGOLOMARCHESI;9.85153;44.87901;155;NA;155;Emilia;15
9413;08VILLAMASONE;VILLAMASONE;10.71799;44.66573;55;NA;55;Emilia;15
9414;08VILLAMINOZZO;VILLAMINOZZO;10.46002;44.36253;661;NA;661;Emilia;15
9415;08VILLANOVAARAGRO;VILLANOVAARAGRO;10.00174;44.99973;41;NA;41;Emilia;15
9416;08VOLANOAGRO;VOLANOAGRO;12.24903;44.81408;1;NA;1;Emilia;15
9417;08ZERBA;ZERBA;9.28576;44.66738;979;NA;979;Emilia;15
9418;08ZIBELLO;ZIBELLO;10.12608;45.01946;34;NA;34;Emilia;15
9419;08ZIBELLOAGRO;ZIBELLOAGRO;10.16607;45.00224;32;NA;32;Emilia;15
9420;08ZOLAPREDOSAAGRO;ZOLAPREDOSAAGRO;11.1987;44.48924;111;NA;111;Emilia;15
9421;08BAGANZAPTENUOVO;BAGANZAPTENUOVO;10.3212;44.7926;59;NA;59;Emilia;15
9422;08BERCETOBAGANZA;BERCETOBAGANZA;9.9952;44.5063;838;NA;838;Emilia;15
9423;08BOMPORTO;BOMPORTO;11.0471;44.7299;24;NA;24;Emilia;15
9424;08BORELLO;BORELLO;12.1791;44.0535;78;NA;78;Emilia;15
9425;08BORGOFORTE;BORGOFORTE;10.7612;45.0483;18;NA;18;Emilia;15
9426;08BORGOTAROIDRO;BORGOTAROIDRO;9.8443;44.5168;376;NA;376;Emilia;15
9427;08CABANNE;CABANNE;9.3485;44.498;841;NA;841;Emilia;15
9428;08CADELBOSCO;CADELBOSCO;10.5832;44.7816;29;NA;29;Emilia;15
9429;08CALCARA;CALCARA;11.1351;44.5501;46;NA;46;Emilia;15
9430;08CALISESE;CALISESE;12.2981;44.116;38;NA;38;Emilia;15
9431;08CASALECCHIOCHIU;CASALECCHIOCHIU;11.2845;44.4759;173;NA;173;Emilia;15
9432;08CASOLAIDRO;CASOLAIDRO;11.6344;44.2298;213;NA;213;Emilia;15
9433;08CASTELLINASORAG;CASTELLINASORAG;10.1122;44.9189;46;NA;46;Emilia;15
9434;08CASTENASO;CASTENASO;11.4723;44.5102;39;NA;39;Emilia;15
9435;08CIRIANO;CIRIANO;9.8157;44.9116;115;NA;115;Emilia;15
9436;08COCCOLIA;COCCOLIA;12.113;44.3004;13;NA;13;Emilia;15
9437;08COMPIANO;COMPIANO;10.3548;44.5271;313;NA;313;Emilia;15
9438;08CORNIGLIO;CORNIGLIO;10.1016;44.49;580;NA;580;Emilia;15
9439;08CREMONA;CREMONA;9.9968;45.1308;39;NA;39;Emilia;15
9440;08CURRADA;CURRADA;10.3878;44.5484;298;NA;298;Emilia;15
9441;08FANANO;FANANO;10.7996;44.2062;557;NA;557;Emilia;15
9442;08FERRIEREIDRO;FERRIEREIDRO;9.5007;44.6464;658;NA;658;Emilia;15
9443;08FICAROLO;FICAROLO;11.4276;44.9479;9;NA;9;Emilia;15
