SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_DEM;Elevation_FonteDati;Regione;SiteName.serieRecente;SiteNameAnnale;FullSiteCode;localita;comune;provincia;State;Comments
715;715;Arquata del Tronto;13.29544;42.777809;700;NA;700;Marche;Arquata del Tronto;Arquata del Tronto;OD:715;Borgo;Arquata del Tronto;AP;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
716;716;Ripatransone;13.78501;42.992119;409;NA;409;Marche;Ripatransone;Ripatransone;OD:716; ;Ripatransone;AP;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
717;717;Poggio Cancelli;13.3403;42.558666;1338;NA;1338;Abruzzo;Poggio Cancelli;Poggio Cancelli;OD:717; ;Campotosto;AQ;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
718;718;Croce di Casale;13.40683;42.905209;760;NA;760;Marche;Croce di Casale;Croce di Casale;OD:718;San Giovanni di Illice;Comunanza;AP;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
720;720;Amandola;13.35134;42.976379;463;NA;463;Marche;Amandola;Amandola;OD:720; ;Amandola;FM;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
721;721;Frontino;12.35699;43.75864;610;NA;610;Marche;Frontino;Frontino;OD:721;Montefiorentino;Frontino;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
722;722;Sant'Angelo in Pontano;13.399;43.103958;419;NA;419;Marche;Sant'Angelo in Pontano;Sant'Angelo in Pontano;OD:722;Vallonica;Sant'Angelo in Pontano;MC;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
723;723;Pieve Bovigliana;13.086903;43.072571;451;NA;451;Marche;Pieve Bovigliana;Pieve Bovigliana;OD:723; ;Pievebovigliana;MC;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
724;724;Bocca Serriola;12.35596;43.515919;730;NA;730;Umbria;Bocca Serriola;Bocca Serriola;OD:724;Caifirenze;Citta' di Castello;PG;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
725;725;Gelagna Alta;13.00445;43.087589;745;NA;745;Marche;Gelagna Alta;Gelagna Alta;OD:725; ;Serravalle di Chienti;MC;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
726;726;Monte Acuto;12.69196;43.477711;1446;NA;1446;Marche;Monte Acuto;Monte Acuto;OD:726;Monte Acuto - Rifugio Cupa delle Cotaline;Frontone;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
727;727;Piobbico;12.51521;43.586731;331;NA;331;Marche;Piobbico;Piobbico;OD:727;NA;Piobbico;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1380;1380;Badia Tedalda;12.188163;43.705326;756;NA;756;Toscana;Badia Tedalda;Badia Tedalda;OD:1380; ;Badia Tedalda;AR;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1390;1390;Pennabilli;12.262612;43.815048;600;NA;600;Marche;Pennabilli;Pennabilli;OD:1390; ;Pennabilli;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1400;1400;Novafeltria;12.289552;43.890057;293;NA;293;Marche;Novafeltria;Novafeltria;OD:1400; ;Novafeltria;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1410;1410;San Marino;12.452328;43.933327;652;NA;652;San Marino;San Marino;San Marino;OD:1410; ; ; ;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1420;1420;Rimini;12.568995;44.049999;7;NA;7;Emilia Romagna;Rimini;Rimini;OD:1420; ;Rimini;RN;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1450;1450;Saludecio;12.668161;43.869217;340;NA;340;Emilia Romagna;Saludecio;Saludecio;OD:1450; ;Saludecio;RN;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1510;1510;Candelara;12.884814;43.852554;210;NA;210;Marche;Candelara;Candelara;OD:1510; ;Pesaro;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1540;1540;Lamoli;12.254837;43.621155;600;NA;600;Marche;Lamoli;Lamoli;OD:1540; ;Borgo Pace;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1550;1550;Mercatello;12.334831;43.644768;429;NA;429;Marche;Mercatello;Mercatello;OD:1550; ;Mercatello sul Metauro;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1600;1600;Bocca Serriola;12.3515;43.515045;730;NA;730;Umbria;Bocca Serriola;Bocca Serriola;OD:1600; ;Citta' di Castello;PG;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1630;1630;Cagli;12.647888;43.545048;276;NA;276;Marche;Cagli;Cagli;OD:1630; ;Cagli;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1670;1670;Bargni;12.85288;43.748386000000004;273;NA;273;Marche;Bargni;Bargni;OD:1670; ;Serrungarina;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1680;1680;Barchi;12.927324;43.670601;319;NA;319;Marche;Barchi;Barchi;OD:1680; ;Barchi;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1740;1740;Mondolfo;13.094534;43.749771;144;NA;144;Marche;Mondolfo;Mondolfo;OD:1740; ;Mondolfo;PU;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1760;1760;Ostra;13.157041;43.611713;193;NA;193;Marche;Ostra;Ostra;OD:1760; ;Ostra;AN;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1785;1785;Ostra;13.151919;43.613449;193;NA;193;Marche;Ostra;Ostra;OD:1785; ;Ostra;AN;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1840;1840;Poggio S. Romualdo;13.029268;43.360878;926;NA;926;Marche;Poggio S. Romualdo;Poggio S. Romualdo;OD:1840; ;Fabriano;AN;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1960;1960;Ville Santa Lucia;12.853168;43.185875;664;NA;664;Umbria;Ville Santa Lucia;Ville Santa Lucia;OD:1960; ;Nocera Umbra;PG;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
1998;1998;San Severino Marche;13.177045;43.226711;344;NA;344;Marche;San Severino Marche;San Severino Marche;OD:1998; ;San Severino Marche;MC;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2010;2010;Montecassiano;13.434818;43.360874;215;NA;215;Marche;Montecassiano;Montecassiano;OD:2010; ;Montecassiano;MC;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2130;2130;Petriolo;13.463982;43.219212;271;NA;271;Marche;Petriolo;Petriolo;OD:2130; ;Petriolo;MC;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2250;2250;Monterubbiano;13.71538;43.08337;463;NA;463;Marche;Monterubbiano;Monterubbiano;OD:2250; ;Monterubbiano;FM;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2261;2261;Pedaso;13.84232;43.094208;152;NA;152;Marche;Pedaso;Pedaso;OD:2261; ;Pedaso;FM;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2280;2280;Ragnola;13.886205;42.920593;10;NA;10;Marche;Ragnola;Ragnola;OD:2280; ;San Benedetto del Tronto;AP;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2290;2290;Poggio Cancelli;13.33483;42.548363;1450;NA;1450;Abruzzo;Poggio Cancelli;Poggio Cancelli;OD:2290; ;Campotosto;AQ;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2350;2350;Capo di Colle;13.468161;42.840031;539;NA;539;Marche;Capo di Colle;Capo di Colle;OD:2350; ;Roccafluvione;AP;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2360;2360;San Martino;13.450664;42.731701;783;NA;783;Marche;San Martino;San Martino;OD:2360; ;Acquasanta Terme;AP;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2370;2370;Diga di Talvacchia;13.508443;42.778923;515;NA;515;Marche;Diga di Talvacchia;Diga di Talvacchia;OD:2370; ;Ascoli Piceno;AP;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2380;2380;San Vito;13.5501;42.790031;688;NA;688;Abruzzo;San Vito;San Vito;OD:2380; ;Valle Castellana;TE;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
2400;2400;Offida;13.690375;42.930035;293;NA;293;Marche;Offida;Offida;OD:2400; ;Offida;AP;Italy;Anagrafica che contiene le info di HisCentral e dell'anagrafica fornita dal Centro Funzionale Marche
