SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;Regione;Comments
260;CEPPO MORELLI;098;OD:098;45.987112;8.046398;2031;Italy;Piemonte;Quota ricavata da dem
261;CANDIA;099;OD:099;45.321177;7.898539;234;Italy;Piemonte;Quota ricavata da dem
262;CASTAGNOLE LANZE;S1728;OD:S1728;44.751408;8.178582;210;Italy;Piemonte;Quota ricavata da dem
263;PIAMPALUDO;S2047;OD:S2047;44.456531;8.578969;903;Italy;Piemonte;Quota ricavata da dem
264;VALENZA PO;S2115;OD:S2115;45.050969;8.631585;91;Italy;Piemonte;Quota ricavata da dem
265;CASTIGLIONE TORINESE PO;S2422;OD:S2422;45.130468;7.784638;195;Italy;Piemonte;Quota ricavata da dem
266;GARDETTA;S2561;OD:S2561;44.409178;7.012006;2428;Italy;Piemonte;Quota ricavata da dem
267;PIANI DI CARREGA;S2562;OD:S2562;44.613591;9.187473;1283;Italy;Piemonte;Quota ricavata da dem
268;PALANFRE';S2563;OD:S2563;44.193338;7.488765;1549;Italy;Piemonte;Quota ricavata da dem
269;TRICERRO;S2564;OD:S2564;45.234896;8.329863;136;Italy;Piemonte;Quota ricavata da dem
270;ARVOGNO;S2565;OD:S2565;46.167939;8.456488;1223;Italy;Piemonte;Quota ricavata da dem
271;BIELLA;S2566;OD:S2566;45.558729;8.056504;411;Italy;Piemonte;Quota ricavata da dem
272;VIALFRE';S2567;OD:S2567;45.379816;7.817075;442;Italy;Piemonte;Quota ricavata da dem
273;CESARA;S2568;OD:S2568;45.83613;8.364815;584;Italy;Piemonte;Quota ricavata da dem
274;CHIAVES;S2569;OD:S2569;45.33544;7.412636;1527;Italy;Piemonte;Quota ricavata da dem
275;SAN DAMIANO MACRA;S2570;OD:S2570;44.506983;7.250211;964;Italy;Piemonte;Quota ricavata da dem
276;DEMONTE;S2571;OD:S2571;44.316338;7.312178;803;Italy;Piemonte;Quota ricavata da dem
277;ELVA;S2572;OD:S2572;44.546092;7.089188;1809;Italy;Piemonte;Quota ricavata da dem
278;CALUSO;S2573;OD:S2573;45.288207;7.850287;257;Italy;Piemonte;Quota ricavata da dem
279;PREMIA;S2575;OD:S2575;46.303947;8.369178;888;Italy;Piemonte;Quota ricavata da dem
280;DIGA DEL CHIOTAS;S2576;OD:S2576;44.161233;7.334116;2057;Italy;Piemonte;Quota ricavata da dem
281;LEMIE;S2578;OD:S2578;45.227703;7.273771;1125;Italy;Piemonte;Quota ricavata da dem
282;LOZZOLO;S2579;OD:S2579;45.642544;8.333425;427;Italy;Piemonte;Quota ricavata da dem
283;PIAN GIASSET;S2580;OD:S2580;44.689469;7.128597;2108;Italy;Piemonte;Quota ricavata da dem
284;RIMA;S2581;OD:S2581;45.87981;8.009395;1376;Italy;Piemonte;Quota ricavata da dem
285;MONTENOTTE INFERIORE;S2582;OD:S2582;44.405698;8.411186;633;Italy;Piemonte;Quota ricavata da dem
286;SALUZZO;S2583;OD:S2583;44.632295;7.478159;483;Italy;Piemonte;Quota ricavata da dem
287;SPARONE;S2584;OD:S2584;45.409812;7.543931;550;Italy;Piemonte;Quota ricavata da dem
288;VARALLO POMBIA;S2585;OD:S2585;45.674308;8.628801;279;Italy;Piemonte;Quota ricavata da dem
289;BOBBIO PELLICE;S2586;OD:S2586;44.818482;7.115586;1346;Italy;Piemonte;Quota ricavata da dem
290;OSIGLIA;S2587;OD:S2587;44.287082;8.204231;726;Italy;Piemonte;Quota ricavata da dem
