SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;Regione;Comments
822;Dolianova F.C.;391;OD:391;39.3768;9.1678;211;Italy;Sardegna;Quota ricavata da dem
823;Sestu (C.ra);393;OD:393;39.2965;9.0661;43;Italy;Sardegna;Quota ricavata da dem
824;Suaredda;395;OD:395;40.7827;9.6574;11;Italy;Sardegna;Quota ricavata da dem
825;Nuxis;396;OD:396;39.1548;8.7393;190;Italy;Sardegna;Quota ricavata da dem
826;Sassari (Oss. Eco.);397;OD:397;40.7155;8.594;299;Italy;Sardegna;Quota ricavata da dem
827;Bacu Abis;398;OD:398;39.2422;8.4666;118;Italy;Sardegna;Quota ricavata da dem
828;Cuili Seu;399;OD:399;39.3092;9.4717;204;Italy;Sardegna;Quota ricavata da dem
829;Flumini di Quartu;400;OD:400;39.2386;9.2824;24;Italy;Sardegna;Quota ricavata da dem
830;La Corte;401;OD:401;40.735;8.2832;101;Italy;Sardegna;Quota ricavata da dem
831;Monti Nieddu;402;OD:402;39.1019;8.9037;341;Italy;Sardegna;Quota ricavata da dem
832;Nebida;403;OD:403;39.3187;8.437;283;Italy;Sardegna;Quota ricavata da dem
833;Pranu Antoni (Diga);404;OD:404;39.9993;8.8474;90;Italy;Sardegna;Quota ricavata da dem
834;Romana;405;OD:405;40.4879;8.602;292;Italy;Sardegna;Quota ricavata da dem
835;Putzuidu;408;OD:408;40.0263;8.4078;2;Italy;Sardegna;Quota ricavata da dem
839;S M  Neapolis;412;OD:412;39.6873;8.5517;5;Italy;Sardegna;Quota ricavata da dem
840;Idrov 14;413;OD:413;39.7588;8.5852;4;Italy;Sardegna;Quota ricavata da dem
843;Benzone;416;OD:416;40.1452;9.0529;185;Italy;Sardegna;Quota ricavata da dem
847;Pattada;420;OD:420;40.5909;9.1517;569;Italy;Sardegna;Quota ricavata da dem
849;Paduledda;422;OD:422;40.998;8.8973;193;Italy;Sardegna;Quota ricavata da dem
852;Golfo Aranci;425;OD:425;40.9956;9.578;52;Italy;Sardegna;Quota ricavata da dem
854;S L.di Siniscola;427;OD:427;40.6034;9.7396;16;Italy;Sardegna;Quota ricavata da dem
861;San Priamo;434;OD:434;39.3581;9.5587;4;Italy;Sardegna;Quota ricavata da dem
864;Cagliari;437;OD:437;39.2258;9.1178;29;Italy;Sardegna;Quota ricavata da dem
